Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG0330,-14.9389,17.6456,8.501e-18,8.106e-18,3.456e-18,39.197,-865.83
LeftDG0331,-14.8817,17.5786,9.803e-18,8.059e-18,3.450e-18,41.1974,-866.04
LeftDG0332,-14.6563,17.5111,1.137e-17,8.513e-18,3.700e-18,41.5113,-865.8
LeftDG0333,-14.5870,17.5666,1.545e-17,1.159e-17,4.577e-18,43.4911,-865.85
LeftDG0334,-14.5369,17.4015,1.152e-17,9.172e-18,4.347e-18,47.9494,-866.3
LeftDG0335,-14.5489,17.4938,9.685e-18,9.218e-18,3.884e-18,46.1024,-866.26
LeftDG0336,-14.5970,17.4258,1.046e-17,9.476e-18,4.024e-18,40.478,-866.09
LeftDG0337,-14.6681,17.4086,9.307e-18,8.787e-18,4.134e-18,39.8065,-866.11
LeftDG0338,-14.7897,17.4483,1.038e-17,8.267e-18,3.718e-18,38.7919,-866.17
LeftDG0339,-14.7302,17.5007,1.050e-17,8.887e-18,4.038e-18,46.7662,-866.08
LeftDG0340,-14.9105,17.4639,7.081e-18,5.835e-18,2.702e-18,48.4872,-865.88
LeftDG0341,29.6832,5.4764,4.948e-18,4.396e-18,2.122e-18,95.3117,-1016.91
LeftDG0342,29.6095,5.3266,8.748e-18,6.617e-18,3.475e-18,41.104,-1016.87
LeftDG0343,29.7952,5.3887,5.888e-18,4.746e-18,2.261e-18,51.9458,-1016.96
LeftDG0344,29.7418,5.5318,8.644e-18,7.379e-18,3.393e-18,42.1289,-1017.05
LeftDG0345,29.5805,5.5481,9.328e-18,7.868e-18,3.153e-18,40.3478,-1016.99
LeftDG0346,29.8065,5.4455,7.721e-18,6.495e-18,2.934e-18,37.0851,-1017.07
LeftDG0347,29.7468,5.5894,9.142e-18,7.087e-18,3.181e-18,41.3166,-1016.77
LeftDG0348,29.5227,5.4080,8.301e-18,7.155e-18,3.049e-18,46.2078,-1016.87
LeftDG0349,29.6051,5.4086,5.493e-18,5.144e-18,2.225e-18,46.8116,-1016.82
LeftDG0374,-10.2831,-0.5646,1.300e-17,1.028e-17,4.802e-18,61.6885,-649.78
LeftDG0376,-5.0244,-30.8339,1.314e-17,1.145e-17,5.126e-18,50.2999,-803.11
LeftDG0377,-5.0689,-30.8823,1.205e-17,1.012e-17,4.279e-18,48.0187,-802.87
LeftDG0441,-37.7597,0.6555,1.491e-17,1.339e-17,5.861e-18,84.5881,-628.33
LeftDG0465,-20.1246,-12.7595,7.084e-18,5.754e-18,2.685e-18,54.1975,-903.14
LeftDG0472,11.3431,8.4893,1.580e-17,1.297e-17,5.776e-18,103.0449,-599.6
LeftDG0473,11.4790,8.4932,2.162e-17,1.776e-17,7.666e-18,63.5263,-599.28
LeftDG0474,11.3811,8.3724,2.156e-17,1.701e-17,8.045e-18,67.5819,-599.47
LeftDG0475,11.3318,8.5295,2.121e-17,1.888e-17,7.077e-18,62.9508,-599.54
LeftDG0476,11.4409,8.5782,2.362e-17,1.781e-17,7.708e-18,89.345,-599.56
LeftDG0534,3.4771,4.8781,8.628e-18,7.008e-18,3.233e-18,95.4888,-816.49
LeftDG0535,3.4012,4.9113,1.227e-17,9.964e-18,4.952e-18,53.8548,-816.36
LeftDG0536,3.5212,4.9270,1.369e-17,1.174e-17,5.600e-18,57.29,-816.43
LeftDG0537,3.4290,4.8569,9.082e-18,7.786e-18,3.381e-18,51.9393,-816.18
LeftDG0538,3.5000,4.8621,1.376e-17,9.469e-18,4.443e-18,46.0143,-816.16
LeftDG0539,3.3994,4.8132,1.348e-17,1.043e-17,5.026e-18,42.5619,-816.21
LeftDG0540,3.4257,4.7853,1.273e-17,1.111e-17,5.182e-18,58.329,-816.37
LeftDG0595,3.1198,-9.2319,9.922e-18,8.668e-18,4.471e-18,122.3315,-743.76
LeftDG0596,3.0989,-9.2719,1.659e-17,1.404e-17,6.553e-18,57.0131,-743.87
LeftDG0597,2.9758,-9.2310,1.103e-17,9.193e-18,4.112e-18,69.276,-743.85
LeftDG0598,3.1778,-9.2520,1.510e-17,1.319e-17,5.977e-18,58.4501,-743.65
LeftDG0599,3.0047,-9.2781,1.598e-17,1.350e-17,5.664e-18,73.0708,-743.74
LeftDG0600,3.1807,-9.2311,1.039e-17,9.379e-18,4.097e-18,57.8495,-743.74
LeftDG0601,3.1764,-9.1171,1.550e-17,1.148e-17,5.980e-18,51.0352,-743.61
LeftDG0602,3.0164,-9.2272,1.555e-17,1.278e-17,5.323e-18,49.9382,-743.87
LeftDG0612,19.0893,-27.6890,6.430e-18,5.566e-18,2.836e-18,99.3609,-931.77
LeftDG0613,18.9797,-27.7896,1.110e-17,8.721e-18,4.472e-18,52.7161,-931.99
LeftDG0614,19.2209,-27.7005,9.470e-18,8.108e-18,3.725e-18,43.2128,-931.77
LeftDG0615,19.0524,-27.7334,9.960e-18,7.874e-18,4.324e-18,42.6507,-931.75
LeftDG0616,18.9940,-27.7485,1.191e-17,9.457e-18,3.989e-18,42.4275,-931.7
LeftDG0617,19.0937,-27.8498,1.061e-17,9.352e-18,4.289e-18,35.7135,-931.85
LeftDG0618,19.1471,-27.6996,1.146e-17,8.390e-18,3.565e-18,35.5653,-931.78
LeftDG0722,-0.0553,20.8363,3.623e-17,2.592e-17,1.031e-17,191.2936,-834.16
LeftDG0723,0.0794,20.8161,1.292e-17,1.000e-17,4.513e-18,39.0439,-834.16
LeftDG0724,-0.1781,20.7775,1.311e-17,1.082e-17,4.957e-18,50.5589,-834.15
LeftDG0725,-0.0805,20.9443,1.170e-17,1.003e-17,4.750e-18,49.8558,-834.23
LeftDG0726,0.0160,20.9515,1.296e-17,9.758e-18,4.925e-18,48.9838,-834.29
LeftDG0727,-0.1586,20.7806,1.296e-17,1.092e-17,5.010e-18,41.4432,-834.25
LeftDG0728,-0.1811,20.7492,1.535e-17,1.142e-17,5.065e-18,51.609,-834.22
LeftDG0729,0.0038,20.9614,1.371e-17,9.390e-18,4.385e-18,50.327,-834.04
LeftDG0730,0.1382,20.8118,1.300e-17,1.059e-17,4.564e-18,50.2635,-834.17
LeftDG0731,-0.0620,21.0718,1.355e-17,1.090e-17,5.141e-18,55.2363,-834.04
LeftDG0732,0.0777,20.7427,1.592e-17,1.161e-17,5.665e-18,59.5013,-834.1
LeftDG0733,-0.1432,20.7167,1.269e-17,1.140e-17,4.788e-18,43.891,-834.03
LeftDG0835,28.1195,-36.1208,3.370e-17,2.776e-17,9.038e-18,140.9982,-823.48
LeftDG0836,28.1330,-36.0527,1.214e-17,1.092e-17,4.493e-18,55.2221,-823.65
LeftDG0837,28.0727,-36.1486,1.448e-17,1.097e-17,4.847e-18,58.2338,-823.84
LeftDG0838,28.1843,-35.9794,1.826e-17,1.347e-17,5.608e-18,45.859,-823.54
LeftDG0839,28.1198,-36.2746,1.243e-17,9.714e-18,4.462e-18,46.6314,-823.69
LeftDG0840,28.2157,-36.0095,1.213e-17,9.839e-18,4.382e-18,39.8525,-823.71
LeftDG0841,28.2500,-36.0877,9.222e-18,6.839e-18,3.138e-18,56.1323,-823.62
LeftDG0842,28.2139,-36.0759,1.115e-17,9.894e-18,4.559e-18,45.8471,-823.38
LeftDG0843,28.2321,-36.0670,1.272e-17,9.996e-18,4.837e-18,53.4065,-823.81
LeftDG0844,27.8078,-35.9646,1.305e-17,9.948e-18,4.973e-18,51.1444,-823.61
LeftDG0845,28.1120,-36.2954,1.297e-17,1.041e-17,4.819e-18,52.3697,-823.7
LeftDG0846,28.3225,-35.9683,1.075e-17,8.919e-18,4.198e-18,44.3437,-823.81
LeftDG0953,-21.6202,8.1190,1.453e-17,1.324e-17,5.234e-18,89.0919,-628.4
LeftDG0954,-21.6768,8.0901,1.412e-17,1.177e-17,5.449e-18,77.4517,-628.61
LeftDG0955,-21.6336,8.0563,2.077e-17,1.589e-17,7.224e-18,54.9965,-628.64
LeftDG0999,9.3681,-13.3018,9.109e-17,7.371e-17,2.439e-17,224.1081,-425.36
LeftDG1000,9.3613,-12.9480,3.467e-17,3.032e-17,1.332e-17,80.0916,-425.32
LeftDG1001,9.6673,-13.3506,3.888e-17,3.245e-17,1.443e-17,94.118,-425.56
LeftDG1002,9.5776,-13.2811,3.727e-17,2.991e-17,1.193e-17,64.2801,-425.28
LeftDG1003,9.2743,-13.7281,2.557e-17,2.071e-17,9.481e-18,143.5543,-425.48
LeftDG1004,9.6955,-13.5142,2.618e-17,2.138e-17,9.288e-18,113.6244,-425.01
LeftDG1005,8.9631,-13.6584,4.986e-17,4.494e-17,1.608e-17,91.2086,-425.33
LeftDG1006,9.4637,-13.1134,2.124e-17,1.868e-17,9.399e-18,181.0041,-425.19
LeftDG1007,8.8002,-13.5295,3.321e-17,2.985e-17,1.175e-17,88.4453,-425.32
LeftDG1008,9.3992,-13.4946,3.199e-17,2.969e-17,1.239e-17,75.5772,-425.38
LeftDG1009,9.3658,-13.6591,2.309e-17,1.799e-17,7.853e-18,98.2526,-425.41
LeftDG1010,8.9807,-13.4748,3.743e-17,3.275e-17,1.612e-17,87.1026,-425.33
LeftDG1011,9.6252,-13.3804,2.844e-17,2.336e-17,1.037e-17,137.249,-425.29
LeftDG1012,9.5938,-13.6588,3.274e-17,2.672e-17,1.238e-17,86.5204,-425.16
LeftDG1013,9.1041,-13.3014,2.374e-17,1.884e-17,8.381e-18,134.1202,-425.56
LeftDG1014,8.8945,-13.2953,3.669e-17,2.843e-17,1.207e-17,81.1343,-425.19
LeftDG1015,9.7023,-12.7766,3.986e-17,3.456e-17,1.441e-17,91.2986,-425.13
LeftDG1016,9.2547,-13.2195,3.102e-17,2.812e-17,1.263e-17,78.6566,-425.3
LeftDG1017,9.6640,-13.5422,3.469e-17,3.065e-17,1.486e-17,106.4796,-425.17
LeftDG1019,-21.7029,-27.1561,4.944e-17,3.991e-17,1.447e-17,199.5454,-626.04
LeftDG1020,-21.6988,-27.3653,2.047e-17,1.626e-17,8.347e-18,70.6105,-625.76
LeftDG1021,-21.8984,-27.3019,1.829e-17,1.545e-17,7.417e-18,62.9213,-626.0
LeftDG1022,-21.7184,-27.0561,1.869e-17,1.597e-17,7.426e-18,81.9055,-626.23
LeftDG1023,-22.0031,-27.2435,2.007e-17,1.664e-17,6.992e-18,78.3288,-625.89
LeftDG1024,-21.7688,-27.2484,1.339e-17,1.142e-17,4.937e-18,78.6982,-626.06
LeftDG1025,-21.4808,-27.3274,1.963e-17,1.752e-17,6.949e-18,59.5928,-626.08
LeftDG1026,-21.8233,-27.4253,1.881e-17,1.524e-17,6.793e-18,67.7656,-625.78
LeftDG1027,-21.5086,-27.1164,2.657e-17,2.272e-17,9.097e-18,67.0448,-625.81
LeftDG1028,-21.5780,-27.1386,1.827e-17,1.559e-17,7.737e-18,59.2509,-625.89
LeftDG1078,-30.0966,-36.0664,9.055e-18,7.078e-18,3.297e-18,45.9314,-880.05
LeftDG1079,-29.9805,-36.0485,1.178e-17,9.588e-18,4.292e-18,57.5898,-880.13
LeftDG1080,-29.9505,-36.0011,8.155e-18,6.398e-18,2.993e-18,49.4152,-880.4
LeftDG1081,-30.0366,-35.9608,1.090e-17,9.726e-18,4.530e-18,46.8208,-880.3
LeftDG1091,35.4997,7.0630,6.966e-18,6.083e-18,2.617e-18,54.7831,-946.19
LeftDG1135,-38.8398,10.3932,7.189e-17,5.910e-17,1.783e-17,83.9146,-574.05
LeftDG1136,-38.4171,10.1794,2.583e-17,2.153e-17,1.018e-17,67.5412,-573.55
LeftDG1137,-39.3621,10.5450,2.873e-17,2.237e-17,1.005e-17,95.5234,-573.86
LeftDG1138,-38.7824,10.6586,1.792e-17,1.514e-17,6.988e-18,101.5672,-573.89
LeftDG1139,-38.9990,10.1108,2.739e-17,2.194e-17,1.011e-17,84.4182,-573.83
LeftDG1140,-38.8479,10.1436,2.753e-17,2.268e-17,9.815e-18,74.4793,-573.77
LeftDG1141,-38.9821,10.1400,4.178e-17,3.007e-17,1.325e-17,77.9614,-573.95
LeftDG1142,-39.3355,10.6095,2.821e-17,2.480e-17,1.039e-17,74.4387,-573.58
LeftDG1143,-39.0495,10.6461,3.053e-17,2.413e-17,1.006e-17,83.7969,-573.49
LeftDG1144,-38.6862,10.1941,2.803e-17,2.421e-17,1.115e-17,70.226,-573.58
LeftDG1145,-38.9990,10.4412,2.324e-17,2.215e-17,9.635e-18,70.8699,-573.94
LeftDG1146,-39.0140,10.0826,3.820e-17,2.870e-17,1.150e-17,77.6731,-573.88
LeftDG1147,-39.1900,10.3488,3.884e-17,3.266e-17,1.310e-17,81.3025,-573.71
LeftDG1148,-39.2726,10.4336,2.661e-17,2.130e-17,1.138e-17,69.8793,-573.71
LeftDG1202,-21.7124,34.1331,1.298e-16,9.303e-17,4.330e-17,163.0041,-231.22
LeftDG1203,-22.2020,34.0261,1.216e-16,9.793e-17,4.067e-17,177.3519,-230.98
LeftDG1204,-22.1137,34.1843,8.317e-17,6.104e-17,2.881e-17,212.3291,-231.13
LeftDG1210,-14.2977,7.9496,7.725e-18,7.090e-18,2.943e-18,126.2832,-913.38
LeftDG1211,-14.3893,7.9515,1.108e-17,9.308e-18,4.077e-18,41.3229,-913.25
LeftDG1212,-14.3658,7.9720,1.207e-17,9.145e-18,3.987e-18,44.4282,-913.29
LeftDG1213,-14.3628,7.9178,1.040e-17,1.031e-17,4.356e-18,42.3123,-913.5
LeftDG1214,-14.2054,7.9918,9.442e-18,9.034e-18,4.296e-18,42.3409,-913.3
LeftDG1215,-14.3278,8.0635,1.074e-17,9.328e-18,4.777e-18,37.5889,-913.31
LeftDG1216,-14.3550,7.9530,1.241e-17,1.032e-17,4.593e-18,50.3619,-913.34
LeftDG1217,-14.2468,7.9239,1.017e-17,8.399e-18,4.236e-18,48.011,-913.06
LeftDG1225,-39.1537,-22.9345,1.205e-17,9.651e-18,4.220e-18,49.7854,-791.39
LeftDG1226,-39.1954,-22.8428,1.368e-17,1.118e-17,5.694e-18,48.3202,-791.37
LeftDG1227,-39.2210,-22.8755,1.240e-17,1.081e-17,5.067e-18,56.4559,-791.25
LeftDG1228,-39.3003,-22.9191,1.339e-17,9.916e-18,4.405e-18,44.7106,-791.54
LeftDG1442,41.7391,32.6513,1.346e-17,1.008e-17,4.861e-18,74.9738,-704.84
LeftDG1445,11.2164,-25.2134,3.178e-17,2.516e-17,1.117e-17,90.2974,-529.13
LeftDG1446,11.2561,-25.2912,3.165e-17,2.827e-17,1.169e-17,82.2243,-529.43
LeftDG1447,11.2274,-25.2754,3.072e-17,2.223e-17,1.105e-17,82.9714,-529.24
LeftDG1448,11.2558,-25.0825,2.976e-17,2.360e-17,1.097e-17,66.6454,-529.02
