Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BottomS000113,9.0050,-27.6921,4.392e-18,3.717e-18,1.838e-18,0.0,-10.77,0
BottomS000117,9.0216,-27.6698,3.577e-19,3.505e-19,2.388e-19,-0.001,-11.17,0
BottomS000121,9.0347,-27.6576,3.214e-20,4.039e-20,4.757e-20,0.0,-11.26,0
BottomS000122,8.9893,-27.6670,1.113e-20,1.400e-20,1.660e-20,0.001,-11.94,0
BottomS000123,8.9801,-27.6506,8.743e-20,9.945e-20,9.104e-20,0.0,-11.97,0
BottomS000124,8.9384,-27.7053,3.237e-19,3.341e-19,2.526e-19,0.0,-11.34,0
BottomS000130,9.0027,-27.6847,9.237e-20,1.053e-19,1.021e-19,0.0,-10.79,0
BottomS000131,8.9935,-27.6646,1.168e-20,1.582e-20,2.201e-20,0.0,-11.52,0
BottomS000133,8.8577,-27.6065,1.970e-19,2.214e-19,2.118e-19,0.0,-11.86,0
BottomS000139,9.0607,-27.7749,5.324e-19,5.283e-19,3.763e-19,0.001,-10.84,0
BottomS000147,9.0395,-27.6768,3.496e-20,4.626e-20,5.927e-20,0.0,-11.15,0
BottomS000153,8.9975,-27.6399,1.122e-13,8.358e-14,3.311e-14,-0.0,-11.84,0
BottomS000161,8.9916,-27.6364,1.020e-13,9.023e-14,4.878e-14,-0.0,-11.94,1
BottomS000165,8.9419,-27.7061,1.173e-20,1.520e-20,1.900e-20,-0.0,-11.24,0
BottomS000170,9.0065,-27.6722,9.578e-19,8.679e-19,5.213e-19,0.0,-10.95,0
BottomS000171,8.9211,-27.6662,1.204e-18,1.089e-18,6.711e-19,-0.0,-11.6,0
BottomS000173,8.9917,-27.6645,1.812e-19,1.899e-19,1.525e-19,0.001,-12.49,0
BottomS000176,9.0184,-27.6862,1.008e-19,1.193e-19,1.248e-19,-0.0,-10.84,0
BottomS000178,9.0013,-27.7001,6.698e-19,6.251e-19,3.998e-19,-0.0,-10.74,0
BottomS000179,9.0012,-27.6610,2.968e-19,3.297e-19,2.933e-19,-0.001,-11.4,0
BottomS000182,9.0046,-27.6978,3.332e-19,3.300e-19,2.357e-19,-0.0,-10.82,0
BottomS000184,8.9914,-27.6625,1.083e-18,1.006e-18,6.241e-19,0.0,-12.14,0
BottomS000185,8.9939,-27.6632,8.711e-14,6.284e-14,2.343e-14,0.001,-11.67,0
BottomS000188,8.9970,-27.7057,1.527e-19,1.648e-19,1.383e-19,-0.0,-10.85,0
BottomS000191,8.9817,-27.6866,1.980e-20,2.534e-20,2.992e-20,-0.001,-11.08,0
BottomS000199,8.9792,-27.6830,6.293e-14,4.368e-14,1.556e-14,-0.001,-11.24,0
BottomS000202,9.0158,-27.5905,4.876e-20,5.595e-20,5.424e-20,0.0,-11.9,0
BottomS000203,8.9699,-27.5340,1.008e-18,1.485e-18,2.437e-18,-0.0,-12.08,0
BottomS000206,8.9672,-27.5147,4.250e-19,7.273e-19,1.631e-18,0.0,-12.01,0
BottomS000207,9.0084,-27.6906,2.037e-18,3.383e-18,6.895e-18,0.0,-10.84,0
BottomS000212,8.9717,-27.6904,2.620e-18,5.312e-18,1.696e-17,0.0,-11.14,0
BottomS000213,8.9955,-27.6603,2.373e-18,2.115e-18,1.215e-18,0.001,-11.48,0
BottomS000214,9.0040,-27.7013,2.883e-18,2.441e-18,1.254e-18,-0.0,-10.88,0
BottomS000217,9.0125,-27.6582,2.600e-20,3.387e-20,4.187e-20,0.0,-11.47,0
BottomS000218,9.0011,-27.6817,3.265e-20,4.049e-20,4.551e-20,-0.0,-10.76,0
BottomS000219,9.0071,-27.6978,6.095e-20,7.069e-20,7.248e-20,-0.0,-10.79,0
BottomS000221,8.9985,-27.6519,3.781e-20,4.731e-20,5.370e-20,-0.0,-11.6,0
BottomS000222,9.0009,-27.6947,9.650e-20,1.081e-19,9.521e-20,-0.0,-10.9,0
BottomS000224,8.9843,-27.6746,1.143e-18,1.081e-18,6.834e-19,0.001,-11.19,0
BottomS000227,8.9878,-27.6270,1.729e-16,1.228e-16,4.400e-17,0.0,-12.02,0
BottomS000231,8.9875,-27.6993,5.088e-18,1.097e-17,4.015e-17,-0.001,-11.05,0
BottomS000232,8.9635,-27.6603,1.836e-19,1.903e-19,1.506e-19,0.001,-11.87,0
BottomS000233,8.9949,-27.6633,1.280e-20,1.804e-20,2.560e-20,0.001,-11.38,0
BottomS000235,8.9795,-27.6791,3.242e-18,2.759e-18,1.470e-18,0.001,-11.21,0
BottomS000236,8.9934,-27.6567,1.085e-17,8.849e-18,4.208e-18,0.001,-11.98,0
BottomS000237,8.9738,-27.6774,3.939e-19,3.987e-19,2.913e-19,0.0,-11.28,0
BottomS000238,8.9489,-27.6687,2.511e-18,2.219e-18,1.284e-18,-0.0,-11.64,0
BottomS000240,9.0097,-27.6327,5.568e-19,9.589e-19,2.112e-18,-0.0,-11.77,0
BottomS000241,9.0030,-27.6746,4.517e-14,3.260e-14,1.169e-14,0.001,-10.82,0
BottomS000242,8.9876,-27.7224,6.386e-19,6.391e-19,4.786e-19,0.0,-10.86,0
BottomS000243,9.0142,-27.6745,5.184e-20,6.115e-20,6.272e-20,-0.002,-10.86,0
BottomS000248,8.9964,-27.6512,1.825e-18,1.633e-18,9.629e-19,-0.0,-11.99,0
BottomS000249,9.0014,-27.6541,2.291e-18,1.916e-18,9.648e-19,-0.001,-11.62,0
BottomS000250,8.9715,-27.6829,7.300e-20,8.361e-20,7.925e-20,0.0,-11.26,0
BottomS000251,8.9941,-27.6728,1.775e-18,1.555e-18,8.569e-19,-0.001,-10.65,0
BottomS000253,9.0063,-27.6926,1.217e-18,2.389e-18,7.089e-18,-0.0,-10.84,0
BottomS000254,8.9949,-27.7140,2.210e-20,2.665e-20,2.825e-20,-0.001,-10.81,0
BottomS000255,8.9993,-27.6828,5.181e-20,6.293e-20,6.953e-20,0.0,-10.88,0
BottomS000258,8.9616,-27.6694,1.131e-18,1.097e-18,7.292e-19,-0.0,-11.82,0
BottomS000265,8.9844,-27.6614,2.901e-18,2.484e-18,1.363e-18,-0.001,-12.05,0
BottomS000266,9.0108,-27.6533,1.194e-18,2.057e-18,4.437e-18,-0.001,-11.54,0
BottomS000267,8.9838,-27.6509,1.090e-18,1.007e-18,6.362e-19,0.0,-11.95,0
BottomS000268,8.9881,-27.7002,8.316e-20,9.627e-20,9.127e-20,-0.0,-10.92,0
BottomS000269,9.0133,-27.6542,1.015e-18,8.987e-19,5.010e-19,-0.001,-11.38,0
BottomS000270,8.9889,-27.6388,4.586e-19,4.463e-19,3.001e-19,-0.0,-11.96,0
BottomS000272,9.0041,-27.6846,4.867e-20,5.788e-20,5.951e-20,0.001,-10.83,0
BottomS000273,8.9810,-27.7061,2.330e-19,2.390e-19,1.848e-19,0.0,-11.0,0
BottomS000279,9.0159,-27.6227,1.812e-20,2.539e-20,3.818e-20,0.0,-11.7,0
BottomS000280,9.0013,-27.6691,5.745e-18,4.659e-18,2.274e-18,0.0,-11.17,0
BottomS000281,9.0197,-27.6767,5.870e-18,4.852e-18,2.383e-18,-0.0,-11.07,0
BottomS000282,8.9815,-27.6261,4.626e-18,3.780e-18,1.904e-18,-0.0,-11.97,0
BottomS000284,8.9697,-27.6521,8.321e-20,9.805e-20,9.775e-20,-0.001,-11.83,0
BottomS000287,9.0123,-27.6730,7.192e-20,8.369e-20,7.963e-20,-0.0,-11.03,0
BottomS000288,9.0285,-27.6764,2.674e-18,5.242e-18,1.480e-17,0.001,-11.01,0
BottomS000290,9.0342,-27.6607,9.373e-20,1.082e-19,1.063e-19,0.0,-11.16,0
BottomS000294,9.0169,-27.6806,1.465e-20,1.967e-20,2.676e-20,0.0,-10.87,0
BottomS000295,8.9749,-27.6622,1.148e-18,2.503e-18,9.125e-18,0.0,-11.67,0
BottomS000297,9.0136,-27.6611,2.226e-20,2.835e-20,3.419e-20,0.0,-11.25,0
BottomS000298,8.9934,-27.6546,2.070e-18,3.451e-18,6.937e-18,-0.0,-11.74,0
BottomS000299,8.9791,-27.6349,2.728e-19,2.905e-19,2.389e-19,0.001,-12.0,0
BottomS000301,9.0391,-27.7065,3.589e-18,7.133e-18,2.084e-17,0.0,-10.84,0
BottomS000302,9.0213,-27.6722,2.399e-18,4.800e-18,1.474e-17,-0.001,-11.18,0
BottomS000303,9.0116,-27.6897,1.692e-19,1.783e-19,1.402e-19,-0.0,-10.74,0
BottomS000304,8.9798,-27.6672,1.116e-18,1.004e-18,5.728e-19,0.001,-11.53,0
BottomS000306,9.0092,-27.6516,2.715e-18,2.423e-18,1.352e-18,0.0,-11.55,0
BottomS000308,8.9784,-27.6973,1.169e-19,1.351e-19,1.286e-19,-0.0,-10.96,0
BottomS000309,8.9857,-27.6972,8.640e-19,8.591e-19,6.152e-19,-0.0,-10.99,0
BottomS000310,9.0137,-27.6372,1.049e-18,9.504e-19,5.738e-19,0.001,-11.78,0
BottomS000313,9.0128,-27.6770,6.145e-19,1.149e-18,3.072e-18,-0.0,-11.19,0
BottomS000314,8.9905,-27.6782,9.212e-19,1.865e-18,5.758e-18,0.001,-10.76,0
BottomS000315,9.0066,-27.6627,3.427e-19,3.798e-19,3.332e-19,0.0,-11.4,0
BottomS000317,8.9644,-27.6485,8.880e-18,7.141e-18,3.418e-18,-0.0,-12.01,0
BottomS000319,8.9834,-27.6336,8.471e-19,7.952e-19,5.056e-19,0.001,-12.13,0
BottomS000324,8.9839,-27.6805,1.132e-18,2.057e-18,5.057e-18,-0.0,-11.14,0
BottomS000325,8.9965,-27.6765,2.019e-20,2.681e-20,3.469e-20,0.0,-11.12,0
BottomS000327,8.9673,-27.6748,2.802e-18,5.404e-18,1.542e-17,-0.0,-11.55,0
BottomS000328,8.9806,-27.6846,1.199e-19,1.380e-19,1.282e-19,-0.0,-11.21,0
BottomS000329,8.9692,-27.6460,3.289e-20,4.367e-20,5.710e-20,-0.0,-12.06,0
BottomS000330,8.9853,-27.6810,3.505e-19,3.681e-19,2.909e-19,0.001,-11.07,0
BottomS000331,9.0149,-27.6904,1.763e-18,1.563e-18,9.113e-19,-0.001,-10.84,0
BottomS000336,8.9703,-27.6437,9.788e-19,1.772e-18,4.346e-18,-0.0,-12.01,0
BottomS000337,9.0033,-27.6793,2.964e-20,3.743e-20,4.303e-20,0.001,-10.76,0
BottomS000338,8.9847,-27.6286,2.119e-20,2.679e-20,3.105e-20,0.0,-12.02,1
BottomS000340,9.0023,-27.6902,3.429e-19,3.342e-19,2.249e-19,-0.001,-10.76,0
BottomS000342,9.0001,-27.7013,1.995e-14,1.298e-14,3.978e-15,0.001,-10.88,0
BottomS000343,8.9872,-27.6365,2.302e-18,4.529e-18,1.293e-17,0.0,-11.95,0
BottomS000344,8.9905,-27.6385,1.575e-17,1.203e-17,5.067e-18,0.0,-12.02,1
BottomS000348,8.9885,-27.6948,3.855e-20,5.049e-20,6.306e-20,-0.001,-10.87,0
BottomS000349,8.9917,-27.6870,2.917e-20,3.486e-20,3.572e-20,-0.0,-10.89,0
BottomS000350,8.9850,-27.6396,1.037e-19,1.117e-19,9.635e-20,0.001,-12.14,0
BottomS000352,9.0011,-27.6901,1.623e-19,1.739e-19,1.384e-19,-0.0,-10.8,0
BottomS000354,8.9866,-27.6416,2.911e-18,5.545e-18,1.492e-17,0.0,-11.89,0
BottomS000355,8.9825,-27.6319,4.457e-19,4.404e-19,3.086e-19,-0.0,-12.02,0
BottomS000356,8.9871,-27.6454,6.437e-17,4.769e-17,1.905e-17,0.0,-11.95,0
BottomS000357,8.9889,-27.6238,2.825e-20,3.710e-20,4.765e-20,-0.0,-11.92,0
BottomS000358,8.9962,-27.6772,1.334e-18,2.323e-18,5.351e-18,-0.001,-10.77,0
BottomS000359,8.9947,-27.7100,2.123e-17,1.650e-17,6.990e-18,-0.001,-10.86,1
BottomS000360,8.9874,-27.6315,3.092e-20,3.950e-20,4.671e-20,0.0,-11.99,0
BottomS000361,8.9931,-27.6361,3.974e-19,3.863e-19,2.641e-19,0.001,-11.92,0
BottomS000362,8.9900,-27.6328,6.600e-19,6.319e-19,4.071e-19,-0.0,-11.93,0
BottomS000364,8.9868,-27.6323,2.296e-20,2.921e-20,3.483e-20,-0.001,-11.93,0
BottomS000365,8.9980,-27.7027,2.328e-19,2.296e-19,1.629e-19,-0.0,-10.91,0
BottomS000368,8.9943,-27.6783,2.136e-18,3.356e-18,6.304e-18,0.001,-10.75,0
BottomS000369,8.9846,-27.6404,1.474e-19,1.632e-19,1.473e-19,-0.0,-11.92,0
BottomS000370,8.9910,-27.6920,2.390e-20,3.067e-20,3.745e-20,-0.0,-10.86,0
BottomS000372,8.9905,-27.6897,6.398e-18,5.113e-18,2.434e-18,-0.0,-10.95,0
BottomS000373,8.9895,-27.6874,8.964e-20,1.002e-19,9.004e-20,-0.0,-11.01,0
BottomS000376,8.9899,-27.6836,4.149e-18,6.848e-18,1.410e-17,-0.0,-10.77,0
BottomS000377,8.9978,-27.6959,9.531e-19,1.840e-18,5.375e-18,0.0,-10.89,0
BottomS000379,8.9951,-27.6908,1.768e-18,3.908e-18,1.480e-17,0.001,-10.86,0
BottomS000383,8.9840,-27.6319,5.849e-20,7.120e-20,7.625e-20,0.001,-12.0,0
BottomS000384,8.9991,-27.7135,2.400e-18,2.093e-18,1.177e-18,-0.0,-10.82,0
BottomS000386,8.9945,-27.6926,3.765e-18,3.294e-18,1.866e-18,-0.0,-10.92,0
BottomS000387,8.9828,-27.6343,1.454e-20,1.918e-20,2.533e-20,-0.0,-12.01,0
BottomS000390,8.9882,-27.7089,2.618e-20,3.376e-20,4.049e-20,-0.001,-10.95,0
BottomS000392,8.9929,-27.7055,1.403e-19,1.575e-19,1.463e-19,-0.001,-10.84,0
BottomS000394,8.9910,-27.7096,1.446e-18,1.370e-18,8.889e-19,0.0,-10.82,0
BottomS000395,8.9976,-27.7152,1.566e-18,3.380e-18,1.241e-17,0.001,-10.89,0
BottomS000397,8.9941,-27.7105,9.859e-20,1.131e-19,1.106e-19,0.001,-10.84,0
BottomS000398,8.9951,-27.7101,2.211e-19,2.400e-19,2.061e-19,-0.0,-10.81,0
BottomS000399,8.9784,-27.6255,1.798e-18,3.062e-18,6.566e-18,0.0,-11.94,0
BottomS000401,8.9768,-27.6266,1.911e-20,2.487e-20,2.993e-20,0.001,-12.06,0
BottomS000403,8.9987,-27.7264,3.164e-18,2.644e-18,1.355e-18,-0.0,-10.9,0
BottomS000404,8.9917,-27.7185,6.827e-14,4.738e-14,1.657e-14,0.0,-10.92,0
BottomS000406,8.9962,-27.7058,2.623e-17,1.995e-17,8.203e-18,0.0,-10.85,1
BottomS000407,8.9896,-27.7002,2.942e-19,2.999e-19,2.145e-19,-0.0,-10.91,0
BottomS000408,8.9960,-27.6073,1.662e-18,1.530e-18,9.422e-19,0.001,-11.9,0
BottomS000409,8.9901,-27.6257,8.388e-20,9.892e-20,1.029e-19,0.0,-11.96,0
BottomS000411,8.9866,-27.6228,2.103e-18,3.626e-18,8.004e-18,-0.0,-12.04,0
BottomS000412,8.9965,-27.6281,1.855e-17,1.537e-17,7.816e-18,0.0,-11.95,0
BottomS000413,8.9930,-27.7111,5.107e-18,4.218e-18,2.096e-18,-0.0,-10.82,0
BottomS000414,8.9852,-27.6401,2.771e-18,2.473e-18,1.358e-18,-0.0,-11.99,0
BottomS000415,8.9965,-27.7042,3.151e-19,3.404e-19,2.855e-19,0.0,-10.93,0
BottomS000416,8.9878,-27.6166,1.163e-17,9.173e-18,4.120e-18,-0.002,-12.04,1
BottomS000417,8.9912,-27.6228,2.191e-20,2.946e-20,3.758e-20,-0.0,-11.88,0
BottomS000418,8.9962,-27.7093,3.913e-18,7.914e-18,2.437e-17,-0.0,-10.86,0
BottomS000419,8.9891,-27.6342,2.917e-20,3.593e-20,4.089e-20,-0.0,-11.88,0
BottomS000421,8.9848,-27.6187,1.593e-20,2.102e-20,2.716e-20,-0.0,-12.05,0
BottomS000423,8.9909,-27.6283,5.887e-20,7.176e-20,7.741e-20,0.0,-11.93,0
BottomS000426,9.0011,-27.7100,1.623e-18,1.465e-18,8.829e-19,-0.0,-10.76,0
BottomS000427,8.9843,-27.6267,1.656e-19,1.824e-19,1.669e-19,0.001,-12.01,0
BottomS000429,8.9799,-27.6151,2.319e-18,2.040e-18,1.158e-18,-0.001,-11.96,0
BottomS000431,8.9826,-27.6238,1.074e-18,2.020e-18,5.556e-18,0.0,-11.93,0
BottomS000434,8.9907,-27.6254,1.181e-19,1.291e-19,1.084e-19,-0.001,-11.95,0
BottomS000437,8.9924,-27.6296,4.292e-18,8.399e-18,2.411e-17,0.001,-11.95,0
BottomS000438,8.9862,-27.7128,9.220e-20,1.050e-19,9.902e-20,0.0,-10.95,0
BottomS000439,8.9943,-27.7096,4.241e-20,4.980e-20,4.959e-20,-0.0,-10.87,0
BottomS000440,8.9945,-27.7106,1.798e-18,1.660e-18,1.001e-18,0.0,-10.73,0
BottomS000442,8.9921,-27.7166,3.391e-20,4.309e-20,5.226e-20,0.0,-10.83,0
BottomS000447,8.9906,-27.7254,1.884e-17,1.480e-17,6.514e-18,-0.0,-10.8,1
BottomS000448,8.9939,-27.7218,1.900e-19,2.060e-19,1.702e-19,0.0,-10.94,0
BottomS000450,8.9903,-27.6197,1.747e-18,3.163e-18,8.110e-18,-0.0,-11.81,0
BottomS000451,8.9868,-27.6214,7.076e-19,1.185e-18,2.585e-18,0.001,-11.98,0
BottomS000453,8.9891,-27.6147,3.684e-18,3.169e-18,1.622e-18,-0.0,-12.0,0
BottomS000455,8.9838,-27.6159,2.389e-18,4.446e-18,1.159e-17,-0.0,-11.91,0
BottomS000457,8.9978,-27.7168,1.452e-20,1.935e-20,2.450e-20,0.001,-10.89,0
BottomS000458,8.9945,-27.7172,4.082e-19,4.054e-19,2.769e-19,-0.0,-10.78,0
BottomS000461,8.9963,-27.7202,1.441e-18,2.597e-18,6.477e-18,-0.001,-10.8,0
BottomS000463,8.9939,-27.6224,7.667e-19,6.996e-19,4.195e-19,-0.0,-11.83,0
BottomS000464,8.9918,-27.7226,3.995e-20,4.831e-20,5.043e-20,0.001,-10.87,0
BottomS000471,8.9842,-27.6193,3.157e-18,4.572e-18,7.115e-18,-0.001,-12.05,0
BottomS000474,9.0054,-27.7173,3.334e-19,3.464e-19,2.625e-19,0.0,-10.74,0
BottomS000476,8.9830,-27.6085,3.182e-18,2.657e-18,1.309e-18,0.0,-12.04,0
BottomS000477,8.9910,-27.7449,4.785e-19,4.795e-19,3.526e-19,0.001,-10.88,0
BottomS000478,8.9979,-27.7321,1.384e-19,1.502e-19,1.317e-19,0.0,-10.91,0
BottomS000479,8.9880,-27.7244,5.070e-14,3.667e-14,1.341e-14,0.0,-10.95,0
BottomS000482,8.9902,-27.7250,3.167e-19,5.804e-19,1.481e-18,0.0,-10.97,0
BottomS000484,9.0008,-27.7250,4.248e-18,5.862e-18,8.481e-18,-0.0,-10.84,0
BottomS000485,8.9786,-27.6006,5.620e-14,3.910e-14,1.368e-14,0.0,-12.01,0
BottomS000487,9.0018,-27.7243,4.392e-20,5.321e-20,5.874e-20,0.0,-10.88,0
BottomS000489,8.9914,-27.6092,8.215e-20,9.428e-20,9.195e-20,-0.0,-11.94,0
BottomS000491,8.9885,-27.6098,3.211e-19,3.376e-19,2.722e-19,0.001,-12.06,0
BottomS000492,8.9968,-27.7263,4.009e-19,4.139e-19,3.128e-19,0.0,-10.76,0
BottomS000493,8.9778,-27.6005,2.121e-20,2.817e-20,3.595e-20,0.001,-11.97,0
BottomS000494,8.9979,-27.7332,4.319e-20,5.192e-20,5.545e-20,0.001,-10.85,0
BottomS000495,8.9815,-27.6059,8.882e-20,1.010e-19,9.583e-20,-0.0,-11.89,0
BottomS000497,8.9865,-27.6048,5.130e-19,1.072e-18,3.508e-18,-0.0,-12.01,0
BottomS000498,8.9916,-27.7308,2.331e-17,1.770e-17,7.560e-18,-0.001,-10.88,1
BottomS000500,8.9955,-27.6085,5.087e-20,6.249e-20,7.001e-20,-0.0,-12.01,0
BottomS000502,8.9903,-27.6049,7.836e-14,5.734e-14,2.180e-14,-0.0,-11.9,0
BottomS000504,9.0099,-27.7528,4.052e-19,3.838e-19,2.461e-19,-0.0,-10.83,0
BottomS000507,8.9967,-27.7394,8.306e-18,6.692e-18,3.084e-18,-0.001,-10.92,0
BottomS000508,9.0004,-27.7453,1.451e-17,1.148e-17,5.079e-18,-0.001,-10.86,1
BottomS000512,8.9862,-27.5974,3.172e-20,4.060e-20,4.969e-20,0.0,-11.88,0
BottomS000514,9.0003,-27.7277,1.179e-18,1.152e-18,7.774e-19,0.0,-10.82,0
BottomS000516,8.9728,-27.5804,4.410e-18,9.653e-18,3.577e-17,0.001,-11.91,0
BottomS000517,8.9854,-27.5962,2.291e-19,2.311e-19,1.720e-19,0.001,-12.05,0
BottomS000518,9.0124,-27.7467,1.504e-18,2.461e-18,5.021e-18,-0.001,-10.85,0
BottomS000519,8.9926,-27.7321,2.715e-18,6.421e-18,2.671e-17,0.001,-10.95,0
BottomS000520,8.9922,-27.7407,5.868e-19,6.112e-19,4.635e-19,0.0,-10.95,0
BottomS000521,8.9941,-27.7498,2.373e-20,3.035e-20,3.588e-20,-0.001,-10.97,0
BottomS000523,9.0005,-27.7579,3.990e-14,2.871e-14,1.076e-14,0.0,-10.93,0
BottomS000524,8.9988,-27.7467,1.880e-20,2.408e-20,2.804e-20,-0.0,-10.82,0
BottomS000528,8.9794,-27.5834,3.185e-18,2.901e-18,1.684e-18,-0.0,-11.89,0
BottomS000531,8.9836,-27.5976,3.055e-18,2.684e-18,1.455e-18,0.001,-11.89,0
BottomS000537,8.9847,-27.5603,1.790e-19,1.827e-19,1.396e-19,0.001,-12.0,0
BottomS000538,8.9893,-27.7520,1.284e-19,1.406e-19,1.229e-19,0.0,-10.91,0
BottomS000539,8.9947,-27.7549,1.266e-20,1.800e-20,2.574e-20,0.0,-10.97,0
BottomS000540,9.0023,-27.7665,3.011e-18,7.394e-18,3.459e-17,0.001,-10.87,0
BottomS000542,8.9863,-27.5774,1.040e-19,1.185e-19,1.133e-19,0.0,-11.95,0
BottomS000543,8.9784,-27.5796,3.202e-18,6.260e-18,1.798e-17,-0.001,-12.01,0
BottomS000545,8.9840,-27.5975,7.722e-18,6.465e-18,3.215e-18,-0.0,-11.93,0
BottomS000547,8.9755,-27.5705,1.664e-18,2.947e-18,6.862e-18,-0.0,-11.99,0
BottomS000549,8.9914,-27.6672,3.234e-17,2.443e-17,1.006e-17,-0.001,-12.53,1
BottomS000550,8.9913,-27.6675,2.121e-16,1.474e-16,4.973e-17,0.0,-7.97,0
BottomS000551,8.9911,-27.6671,4.499e-17,3.499e-17,1.512e-17,0.001,-14.84,1
BottomS000552,8.9914,-27.6675,1.697e-17,1.273e-17,5.316e-18,-0.0,-8.38,1
BottomS000553,8.9914,-27.6673,1.717e-16,1.172e-16,3.953e-17,-0.0,-10.76,0
BottomS000554,8.9911,-27.6673,6.232e-16,4.029e-16,1.233e-16,-0.0,-12.92,0
BottomS000555,8.9912,-27.6671,1.502e-18,1.505e-18,1.100e-18,-0.0,-14.66,0
BottomS000556,8.9912,-27.6673,6.442e-15,4.437e-15,1.517e-15,0.0,-13.21,0
BottomS000557,8.9913,-27.6673,5.198e-17,3.879e-17,1.592e-17,0.0,-11.68,0
BottomS000558,8.9913,-27.6675,1.510e-16,1.096e-16,4.145e-17,0.0,-8.9,0
BottomS000559,8.9913,-27.6673,4.666e-18,3.931e-18,1.947e-18,0.0,-13.03,0
BottomS000560,8.9914,-27.6675,6.426e-19,1.143e-18,2.746e-18,0.0,-9.29,0
BottomS000561,8.9912,-27.6674,3.795e-17,2.939e-17,1.257e-17,0.0,-12.01,0
BottomS000562,8.9914,-27.6673,1.606e-18,1.465e-18,8.918e-19,-0.001,-10.28,0
BottomS000563,8.9914,-27.6673,1.107e-16,8.179e-17,3.177e-17,-0.0,-11.62,0
BottomS000564,8.9914,-27.6675,2.423e-18,2.183e-18,1.237e-18,-0.001,-8.01,0
BottomS000565,8.9913,-27.6675,2.915e-17,2.153e-17,8.622e-18,0.0,-7.72,0
BottomS000566,8.9912,-27.6675,3.330e-17,2.491e-17,1.038e-17,-0.0,-9.69,0
BottomS000567,8.9912,-27.6675,4.800e-18,4.180e-18,2.302e-18,0.0,-7.95,0
BottomS000568,8.9912,-27.6674,1.040e-17,8.661e-18,4.321e-18,0.001,-10.11,0
BottomS000569,9.0049,-27.7541,5.028e-18,8.712e-18,1.979e-17,-0.0,-10.8,0
