Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG0074,10.4503,14.9856,1.227e-17,1.000e-17,4.834e-18,51.8414,-839.02
BottomDG0075,10.3795,14.9460,1.425e-17,1.062e-17,5.006e-18,47.4979,-839.16
BottomDG0076,10.4483,14.8286,1.214e-17,9.177e-18,4.247e-18,44.4328,-838.91
BottomDG0078,7.4418,-6.2081,8.576e-18,6.937e-18,2.998e-18,48.5409,-857.41
BottomDG0079,21.4752,0.5160,1.123e-17,9.231e-18,3.973e-18,66.3459,-748.8
BottomDG0141,11.8714,-39.4956,1.857e-17,1.343e-17,6.341e-18,175.6821,-620.69
BottomDG0142,11.9220,-39.6687,3.401e-17,2.586e-17,1.052e-17,67.2906,-620.81
BottomDG0143,11.6912,-39.4890,2.652e-17,1.916e-17,9.496e-18,72.9683,-620.74
BottomDG0144,11.8604,-39.2249,2.618e-17,2.055e-17,9.587e-18,88.5848,-620.72
BottomDG0145,12.0376,-39.4902,2.324e-17,2.016e-17,8.592e-18,66.3112,-620.69
BottomDG0146,12.0882,-39.3136,1.725e-17,1.441e-17,6.256e-18,90.7173,-620.77
BottomDG0147,11.7936,-39.6107,2.175e-17,1.846e-17,8.424e-18,60.674,-620.96
BottomDG0148,11.8929,-39.2315,2.510e-17,1.889e-17,8.719e-18,78.297,-620.62
BottomDG0188,37.6131,9.2309,9.072e-18,6.954e-18,3.384e-18,101.3606,-796.17
BottomDG0189,37.6633,9.3375,1.183e-17,1.055e-17,4.403e-18,63.1749,-796.1
BottomDG0190,37.7653,9.3224,1.246e-17,9.866e-18,4.602e-18,45.0187,-796.03
BottomDG0191,37.7304,9.0554,8.369e-18,7.425e-18,3.497e-18,59.2822,-796.06
BottomDG0192,37.4705,9.2456,1.697e-17,1.373e-17,6.151e-18,50.7056,-796.01
BottomDG0193,37.5531,9.1143,8.869e-18,7.741e-18,3.052e-18,46.5345,-795.97
BottomDG0194,37.6022,9.1814,1.325e-17,1.089e-17,5.276e-18,44.4152,-796.14
BottomDG0195,37.7440,9.3603,1.325e-17,1.069e-17,4.423e-18,51.5905,-796.23
BottomDG0217,-4.8193,7.8762,9.093e-18,6.972e-18,3.463e-18,128.8625,-787.3
BottomDG0218,-4.7198,7.7153,1.295e-17,1.215e-17,4.981e-18,48.6568,-787.29
BottomDG0219,-4.7005,7.9384,1.514e-17,1.333e-17,5.562e-18,59.0192,-787.38
BottomDG0220,-4.8168,7.8908,1.407e-17,1.171e-17,4.899e-18,46.5267,-787.29
BottomDG0221,-4.8615,8.0223,1.336e-17,1.156e-17,5.133e-18,52.2396,-787.46
BottomDG0222,-4.7021,7.9199,1.353e-17,1.092e-17,4.899e-18,44.514,-787.43
BottomDG0223,-4.8060,7.7425,1.436e-17,1.205e-17,6.037e-18,48.8239,-787.48
BottomDG0224,-4.9207,7.8689,1.354e-17,1.208e-17,4.682e-18,47.1196,-787.24
BottomDG0225,-4.7573,7.9008,1.448e-17,1.102e-17,5.318e-18,50.8982,-787.32
BottomDG0226,-3.1857,3.7514,7.366e-18,5.754e-18,2.853e-18,38.1755,-1034.68
BottomDG0227,-3.1996,3.8106,8.243e-18,6.323e-18,3.127e-18,37.3399,-1034.83
BottomDG0228,-3.1961,3.7935,6.921e-18,5.470e-18,2.688e-18,35.145,-1034.89
BottomDG0375,-3.2541,15.2249,1.113e-17,1.064e-17,4.493e-18,69.9548,-643.01
BottomDG0419,11.9767,34.8876,3.157e-17,2.122e-17,7.894e-18,144.8571,-837.06
BottomDG0420,12.0792,34.9255,1.064e-17,8.526e-18,3.800e-18,39.2329,-837.3
BottomDG0421,11.7983,34.6176,1.050e-17,9.272e-18,4.165e-18,40.1816,-837.21
BottomDG0422,12.1464,34.7544,1.001e-17,8.342e-18,3.962e-18,46.2413,-837.22
BottomDG0423,12.0610,34.9601,1.226e-17,9.627e-18,4.871e-18,43.2788,-837.12
BottomDG0424,11.9559,35.1236,1.067e-17,9.139e-18,4.735e-18,45.6583,-837.02
BottomDG0425,12.0039,35.0964,1.239e-17,9.796e-18,4.398e-18,41.362,-837.21
BottomDG0426,12.0882,34.6531,7.466e-18,6.178e-18,2.833e-18,53.6113,-837.25
BottomDG0427,11.9241,34.9389,7.848e-18,6.726e-18,2.940e-18,52.5966,-836.97
BottomDG0428,11.7724,35.0398,1.064e-17,9.191e-18,3.596e-18,40.9143,-837.01
BottomDG0429,11.9541,34.6224,1.157e-17,9.713e-18,4.572e-18,57.8986,-837.07
BottomDG0430,12.0255,34.7297,1.154e-17,1.029e-17,4.518e-18,49.8448,-837.17
BottomDG0431,12.2599,34.9519,1.295e-17,8.459e-18,4.698e-18,49.7199,-837.31
BottomDG0439,-4.2709,26.8211,2.154e-17,1.776e-17,7.757e-18,61.0935,-558.74
BottomDG0440,-4.2683,26.9269,2.156e-17,1.830e-17,7.587e-18,70.966,-558.67
BottomDG0544,-13.7086,-7.8544,9.591e-18,7.870e-18,3.846e-18,87.3915,-831.72
BottomDG0545,-13.6833,-7.8204,1.221e-17,1.098e-17,5.013e-18,54.8334,-831.77
BottomDG0546,-13.7887,-7.7996,1.177e-17,9.306e-18,4.284e-18,47.8757,-831.87
BottomDG0547,-13.7001,-7.7644,1.773e-17,1.524e-17,5.918e-18,46.3027,-831.96
BottomDG0548,-13.7043,-7.7525,1.841e-17,1.370e-17,5.709e-18,53.1773,-832.03
BottomDG0549,-13.7332,-7.8361,1.209e-17,1.078e-17,4.638e-18,49.3758,-832.01
BottomDG0551,-39.9922,44.4922,7.347e-18,6.391e-18,2.896e-18,41.7036,-936.3
BottomDG0832,11.5467,30.0158,2.305e-17,1.693e-17,8.340e-18,82.4416,-589.75
BottomDG0833,11.5683,30.2012,2.301e-17,1.991e-17,9.377e-18,63.0922,-589.71
BottomDG0834,11.6448,30.1721,1.461e-17,1.182e-17,5.219e-18,75.6947,-589.57
BottomDG0869,7.7981,-36.6970,9.650e-18,7.660e-18,3.791e-18,59.2704,-758.8
BottomDG0891,34.1064,-44.0079,1.541e-17,1.142e-17,5.469e-18,51.1112,-734.15
BottomDG0892,34.0140,-43.9227,1.412e-17,1.167e-17,5.803e-18,56.5783,-734.19
BottomDG0893,12.8041,37.2068,6.356e-18,6.070e-18,2.455e-18,48.0078,-950.22
BottomDG0944,7.0185,-23.4849,1.212e-17,1.049e-17,4.433e-18,124.0198,-674.67
BottomDG0945,6.9021,-23.6264,1.932e-17,1.525e-17,6.904e-18,58.8699,-674.69
BottomDG0946,6.8578,-23.3685,2.568e-17,2.175e-17,8.974e-18,55.1411,-674.74
BottomDG0947,6.9263,-23.6602,1.334e-17,1.015e-17,4.631e-18,70.1703,-674.55
BottomDG0948,6.9309,-23.4369,2.079e-17,1.680e-17,7.763e-18,49.0836,-674.65
BottomDG0949,6.9874,-23.5583,1.667e-17,1.407e-17,6.482e-18,54.3036,-674.47
BottomDG0950,6.9602,-23.5886,2.640e-17,2.114e-17,8.333e-18,53.8758,-674.56
BottomDG0951,19.1467,-4.3731,1.642e-17,1.310e-17,6.541e-18,81.937,-576.66
BottomDG1093,-43.9807,12.9058,1.587e-17,1.403e-17,5.543e-18,77.0429,-566.5
BottomDG1095,19.9888,-43.2357,1.312e-17,1.007e-17,5.380e-18,52.7556,-749.77
BottomDG1096,19.8767,-43.2631,1.392e-17,1.117e-17,4.562e-18,46.7278,-749.62
BottomDG1097,19.9012,-43.2702,1.294e-17,1.052e-17,4.562e-18,45.0517,-749.79
BottomDG1098,44.3726,34.1351,3.619e-17,2.430e-17,9.320e-18,46.8924,-821.37
BottomDG1099,44.5540,34.0121,1.326e-17,1.023e-17,4.615e-18,52.6601,-821.49
BottomDG1100,44.1450,33.3378,8.142e-18,6.993e-18,3.328e-18,52.0467,-821.36
BottomDG1101,44.0199,33.8364,8.751e-18,7.504e-18,3.418e-18,54.3576,-821.34
BottomDG1102,43.9744,33.9523,1.168e-17,9.756e-18,4.375e-18,44.7099,-821.36
BottomDG1103,44.7151,34.5402,8.359e-18,6.414e-18,3.310e-18,76.2412,-821.49
BottomDG1104,43.6597,33.7228,1.095e-17,9.165e-18,4.045e-18,45.1672,-821.62
BottomDG1105,43.9204,33.9962,1.238e-17,1.055e-17,4.967e-18,37.5817,-821.68
BottomDG1106,44.7081,34.2602,1.270e-17,1.042e-17,4.936e-18,51.6661,-821.73
BottomDG1107,43.2146,34.0252,1.161e-17,9.575e-18,4.482e-18,58.7639,-821.19
BottomDG1108,44.9038,34.5370,1.233e-17,9.101e-18,4.558e-18,48.69,-821.65
BottomDG1109,43.7279,34.4552,1.314e-17,1.131e-17,4.885e-18,54.4281,-821.46
BottomDG1111,44.3833,33.8710,7.375e-18,6.421e-18,3.048e-18,64.1561,-821.31
BottomDG1112,44.9805,34.2533,1.212e-17,1.016e-17,4.647e-18,43.2517,-821.24
BottomDG1114,44.6277,33.7332,1.226e-17,9.976e-18,4.650e-18,45.6736,-821.38
BottomDG1115,44.4671,33.7299,1.287e-17,9.744e-18,4.668e-18,53.51,-821.56
BottomDG1116,43.6956,33.7972,8.360e-18,6.706e-18,3.057e-18,79.7214,-821.53
BottomDG1117,44.7568,34.6254,9.231e-18,8.146e-18,3.599e-18,75.1037,-821.63
BottomDG1118,44.5452,34.7008,1.221e-17,9.732e-18,4.554e-18,64.6721,-821.59
BottomDG1119,43.7377,33.6725,7.987e-18,7.365e-18,3.290e-18,69.6871,-821.55
BottomDG1120,44.1082,33.7132,1.342e-17,1.132e-17,4.913e-18,46.0701,-821.38
BottomDG1121,44.6106,34.2653,1.080e-17,1.013e-17,4.387e-18,45.5706,-821.29
BottomDG1122,43.6644,34.5547,1.244e-17,1.104e-17,5.081e-18,48.3004,-821.63
BottomDG1123,43.8234,33.6264,1.276e-17,1.068e-17,4.714e-18,50.8656,-821.29
BottomDG1124,44.0854,33.4705,1.807e-17,1.427e-17,5.758e-18,54.9148,-821.72
BottomDG1125,44.3255,33.1886,1.156e-17,9.376e-18,4.415e-18,47.2547,-821.35
BottomDG1126,44.2563,33.9349,1.164e-17,9.832e-18,4.431e-18,46.6964,-821.49
BottomDG1128,44.3866,34.7307,8.363e-18,6.564e-18,3.097e-18,84.7697,-821.44
BottomDG1129,43.7377,33.7605,1.002e-17,7.658e-18,3.478e-18,82.1314,-821.24
BottomDG1130,43.7198,33.4715,8.016e-18,6.461e-18,2.963e-18,59.5146,-821.64
BottomDG1132,44.7480,34.1129,8.487e-18,6.404e-18,3.537e-18,69.9062,-821.33
BottomDG1133,44.3969,35.0340,1.047e-17,1.005e-17,4.722e-18,43.4371,-821.47
BottomDG1134,44.1131,33.0637,1.165e-17,9.875e-18,4.748e-18,63.1012,-821.65
BottomDG1209,0.5345,-12.6558,1.044e-17,8.038e-18,4.022e-18,67.7295,-769.28
BottomDG1335,-10.0310,12.5956,1.564e-17,1.416e-17,6.507e-18,95.5587,-595.78
BottomDG1336,-10.1035,12.7176,2.102e-17,1.620e-17,6.942e-18,66.6986,-595.68
BottomDG1337,-10.1119,12.6742,2.403e-17,1.804e-17,8.632e-18,71.8575,-595.61
BottomDG1338,-10.0783,12.5725,2.969e-17,2.404e-17,1.021e-17,78.7662,-595.6
BottomDG1339,-9.9615,12.6488,2.197e-17,1.707e-17,7.486e-18,71.2878,-595.5
BottomDG1340,-9.9567,12.6187,2.126e-17,1.761e-17,7.559e-18,59.066,-595.79
BottomDG1377,-7.1729,16.5227,3.746e-17,2.283e-17,1.011e-17,143.7417,-852.52
BottomDG1378,-6.8968,16.5492,8.760e-18,6.899e-18,2.872e-18,75.104,-852.25
BottomDG1379,-7.2135,16.7222,1.260e-17,1.030e-17,4.536e-18,55.0897,-852.41
BottomDG1380,-6.9443,16.1654,8.891e-18,7.040e-18,3.184e-18,60.8332,-852.58
BottomDG1381,-7.1738,16.4232,1.317e-17,1.017e-17,4.389e-18,49.5181,-852.36
BottomDG1382,-7.1107,16.3656,7.686e-18,5.849e-18,2.922e-18,61.9021,-852.48
BottomDG1383,-7.1013,16.1542,8.820e-18,6.965e-18,3.402e-18,64.0031,-852.58
BottomDG1384,-6.7813,16.6099,1.122e-17,9.118e-18,4.211e-18,40.3385,-852.42
BottomDG1385,-7.2266,16.1172,1.166e-17,9.136e-18,4.361e-18,42.7007,-852.38
BottomDG1386,-7.3864,16.6742,9.631e-18,7.652e-18,3.333e-18,88.1569,-852.42
BottomDG1387,-7.3591,16.6832,8.220e-18,7.376e-18,3.284e-18,75.8225,-852.57
BottomDG1388,-7.4646,16.6848,1.201e-17,9.210e-18,4.192e-18,44.8547,-852.3
BottomDG1389,-7.2067,16.9208,1.225e-17,9.086e-18,4.642e-18,48.5449,-852.53
BottomDG1390,-6.7690,16.3907,1.360e-17,1.052e-17,5.026e-18,59.2032,-852.36
BottomDG1391,-7.1382,16.6337,7.504e-18,6.240e-18,2.792e-18,58.9162,-852.5
BottomDG1392,-6.7369,16.5048,1.284e-17,1.008e-17,4.870e-18,57.6653,-852.34
BottomDG1393,-7.1926,16.9433,1.223e-17,9.669e-18,4.575e-18,60.9079,-852.31
BottomDG1394,-7.1657,16.4347,9.493e-18,7.011e-18,3.548e-18,84.4559,-852.46
BottomDG1395,-7.2226,16.3881,1.290e-17,1.028e-17,4.786e-18,51.2999,-852.34
BottomDG1396,-6.9639,16.8651,1.241e-17,1.061e-17,4.680e-18,56.6238,-852.36
BottomDG1397,-7.1898,16.6629,9.595e-18,7.371e-18,3.462e-18,92.4972,-852.36
BottomDG1398,-6.9141,16.3065,1.275e-17,9.312e-18,4.659e-18,51.0195,-852.55
BottomDG1399,-7.2294,16.1857,8.006e-18,6.476e-18,3.134e-18,57.3533,-852.47
BottomDG1400,-7.2232,16.4341,1.072e-17,1.008e-17,4.115e-18,44.8217,-852.54
BottomDG1401,-6.7546,16.5049,8.459e-18,7.205e-18,3.256e-18,56.4066,-852.25
BottomDG1402,-7.0937,16.6631,8.480e-18,6.949e-18,3.314e-18,52.416,-852.44
BottomDG1403,-7.1600,16.7576,1.275e-17,1.003e-17,4.707e-18,60.7139,-852.54
BottomDG1404,-7.0589,16.8753,1.329e-17,1.133e-17,4.393e-18,55.1285,-852.4
BottomDG1427,3.2929,17.8797,2.616e-17,2.221e-17,7.421e-18,130.2894,-1003.31
BottomDG1428,3.3969,17.7697,1.374e-17,1.069e-17,4.300e-18,44.0635,-1003.11
BottomDG1429,3.2675,17.9667,9.985e-18,8.061e-18,3.802e-18,43.9707,-1003.22
BottomDG1430,3.3434,17.9471,9.281e-18,7.242e-18,3.354e-18,38.7313,-1003.02
BottomDG1431,3.4035,17.9521,9.147e-18,7.184e-18,4.322e-18,49.3735,-1003.05
BottomDG1432,3.3390,17.8678,6.714e-18,5.273e-18,2.438e-18,51.5538,-1003.19
BottomDG1433,3.4282,17.8198,8.626e-18,7.671e-18,3.159e-18,36.9908,-1003.22
BottomDG1434,3.1849,18.0275,9.214e-18,7.271e-18,3.850e-18,43.5055,-1003.31
BottomDG1435,3.4080,17.8419,9.100e-18,7.451e-18,3.425e-18,46.194,-1003.25
BottomDG1436,3.3789,17.9973,9.650e-18,7.955e-18,3.916e-18,42.26,-1003.18
BottomDG1437,3.4940,17.8918,8.393e-18,7.816e-18,3.603e-18,35.7038,-1003.32
BottomDG1438,3.2101,17.9133,8.292e-18,7.638e-18,3.458e-18,39.1003,-1003.04
BottomDG1439,3.2340,17.8277,9.374e-18,8.227e-18,4.006e-18,37.6335,-1003.19
BottomDG1443,-28.1214,-20.6598,2.205e-17,1.631e-17,8.673e-18,59.5872,-580.13
BottomDG1444,-28.0784,-20.7492,1.492e-17,1.258e-17,5.383e-18,94.0615,-580.12
BottomDG1471,-13.8894,31.0283,5.769e-18,5.042e-18,2.201e-18,44.1224,-965.53
