Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
TopS105272,12.1060,43.5278,1.147e-19,1.929e-19,4.046e-19,0.0,5.47,0
TopS105273,7.4100,44.4268,5.455e-18,6.732e-18,7.574e-18,0.0,6.43,0
TopS105275,14.0032,44.1363,3.066e-16,4.865e-16,8.981e-16,0.001,5.93,0
TopS105280,11.0344,43.7945,7.461e-16,5.996e-16,2.853e-16,-0.0,5.56,0
TopS105281,10.5261,39.3118,4.097e-19,6.116e-19,1.028e-18,0.001,6.11,0
TopS105282,11.1222,39.3094,5.407e-19,8.268e-19,1.406e-18,0.001,5.87,0
TopS105283,7.8177,44.4676,2.126e-18,2.905e-18,3.878e-18,0.001,6.15,0
TopS105285,7.3699,41.7031,1.397e-20,2.909e-20,9.545e-20,0.001,5.54,0
TopS105288,11.0005,44.7859,1.521e-20,3.282e-20,1.130e-19,0.001,6.06,0
TopS105292,7.8875,40.9938,2.424e-17,2.671e-17,2.333e-17,-0.0,6.29,0
TopS105297,8.5007,43.8880,6.485e-18,7.983e-18,8.712e-18,0.001,5.59,0
TopS105309,13.1551,37.6115,1.566e-17,1.820e-17,1.819e-17,-0.0,6.18,0
TopS105313,7.4855,43.1395,1.523e-16,2.508e-16,5.013e-16,0.0,5.21,0
TopS105319,9.7401,42.9964,5.266e-17,5.347e-17,3.868e-17,0.0,6.37,0
TopS105320,11.7958,42.4917,3.741e-18,4.695e-18,5.346e-18,0.001,6.29,0
TopS105321,12.2506,39.4659,5.707e-20,9.994e-20,2.239e-19,-0.0,6.03,0
TopS105322,13.1643,43.6727,5.102e-18,5.909e-18,5.807e-18,0.0,5.94,0
TopS105329,16.3186,44.3642,4.943e-20,9.048e-20,2.262e-19,0.0,6.43,0
TopS105337,5.1274,44.9426,2.623e-19,4.055e-19,7.256e-19,0.0,5.71,0
TopS105342,8.4452,43.8315,4.676e-19,6.710e-19,9.812e-19,0.0,6.33,0
TopS105343,9.0499,42.7341,4.116e-18,5.277e-18,6.464e-18,0.0,6.16,0
TopS105344,14.9648,41.8083,4.601e-19,7.173e-19,1.262e-18,-0.0,5.71,0
TopS105345,9.9138,40.1136,1.814e-19,3.048e-19,6.295e-19,0.0,5.85,0
TopS105350,9.0505,42.2685,1.427e-19,2.485e-19,5.741e-19,0.001,5.95,0
TopS105358,6.9001,42.5717,3.101e-18,3.840e-18,4.300e-18,-0.0,4.94,0
TopS105359,6.9825,43.2965,8.487e-18,1.015e-17,1.073e-17,0.0,5.58,0
TopS105363,5.0621,44.3288,6.853e-13,4.426e-13,1.381e-13,0.0,5.68,0
TopS105367,10.3740,42.4857,1.483e-17,1.681e-17,1.508e-17,-0.0,5.13,0
TopS105369,10.4689,44.9075,1.407e-17,1.491e-17,1.212e-17,0.0,6.09,0
TopS105370,12.0981,39.9302,5.726e-19,8.532e-19,1.369e-18,0.0,5.4,0
TopS105379,7.4838,41.2995,2.662e-15,2.050e-15,8.656e-16,0.001,6.38,1
TopS105380,7.6424,44.0286,1.053e-20,2.224e-20,7.303e-20,0.001,5.51,0
TopS105383,3.6320,44.6507,1.384e-18,1.940e-18,2.832e-18,0.0,6.02,0
TopS105386,10.6326,42.4668,4.695e-17,4.520e-17,3.115e-17,0.0,5.0,0
TopS105392,8.8373,40.1855,1.495e-16,1.313e-16,7.610e-17,0.001,5.09,0
TopS105400,6.8146,41.6895,3.776e-19,5.866e-19,1.044e-18,0.001,5.08,0
TopS105402,11.3798,41.3348,3.560e-20,7.262e-20,2.258e-19,0.0,6.01,0
TopS105403,13.4682,44.6188,1.216e-11,9.417e-12,4.025e-12,0.001,5.0,1
TopS105406,10.9616,43.2229,1.147e-20,2.342e-20,7.420e-20,0.001,6.17,0
TopS105410,11.5637,43.5521,1.033e-17,1.176e-17,1.086e-17,0.0,5.44,0
TopS105421,5.3727,43.5876,4.775e-19,7.000e-19,1.136e-18,0.001,6.23,0
TopS105424,5.8935,44.9080,7.305e-18,8.074e-18,7.134e-18,0.0,5.85,0
TopS105427,9.2552,38.8220,5.343e-17,5.378e-17,3.901e-17,0.001,6.46,0
TopS105431,9.3439,42.2722,1.140e-20,2.303e-20,6.907e-20,0.001,5.47,0
TopS105442,12.0290,44.2012,7.299e-17,7.220e-17,5.159e-17,0.001,5.86,0
TopS105443,14.8079,43.8169,3.511e-17,3.560e-17,2.547e-17,0.0,5.93,0
TopS105444,7.3500,44.3526,1.683e-20,3.487e-20,1.132e-19,0.001,4.82,0
TopS105456,9.8678,38.9661,5.915e-19,8.721e-19,1.398e-18,-0.0,5.25,0
TopS105462,13.8100,42.4403,1.424e-18,2.029e-18,2.907e-18,0.001,5.86,0
TopS105467,8.7528,42.6027,2.739e-20,5.380e-20,1.562e-19,0.001,6.02,0
TopS105468,8.7175,44.7348,1.902e-19,3.137e-19,6.683e-19,-0.0,5.72,0
TopS105469,14.9937,40.9022,3.838e-20,7.100e-20,1.930e-19,0.001,6.06,0
TopS105485,9.5807,43.9123,2.416e-16,4.505e-16,1.198e-15,-0.0,5.68,0
TopS105496,9.0580,41.8335,4.167e-16,3.557e-16,1.898e-16,0.0,6.66,0
TopS105500,9.1988,41.7931,5.629e-17,5.782e-17,4.489e-17,0.001,6.29,0
TopS105501,8.2864,42.5602,4.537e-19,6.840e-19,1.115e-18,0.0,5.28,0
TopS105514,14.6042,42.9870,1.902e-20,3.753e-20,1.117e-19,0.0,6.16,0
TopS105516,8.2835,42.1595,1.425e-15,1.106e-15,4.675e-16,0.0,5.69,0
TopS105518,6.4443,41.0440,2.581e-20,5.344e-20,1.785e-19,0.0,6.13,0
TopS105525,10.6992,44.7241,3.024e-16,6.044e-16,1.790e-15,0.0,4.92,0
TopS105528,7.1230,43.6360,1.392e-20,2.637e-20,7.448e-20,0.001,5.1,0
TopS105542,9.6036,41.5073,2.327e-16,1.938e-16,9.711e-17,0.0,5.55,0
TopS105544,10.3262,44.5044,5.188e-19,7.733e-19,1.287e-18,0.001,4.86,0
TopS105546,14.1830,44.1035,1.025e-17,1.254e-17,1.374e-17,0.0,5.24,0
TopS105547,13.5743,42.9634,1.295e-16,1.207e-16,7.403e-17,0.0,5.65,0
TopS105548,8.2941,42.2747,3.706e-19,5.696e-19,9.875e-19,0.001,5.82,0
TopS105550,9.3147,39.8415,2.846e-16,2.451e-16,1.351e-16,0.0,5.74,0
TopS105551,11.9811,41.5743,1.215e-19,2.010e-19,4.256e-19,-0.0,4.9,0
TopS105553,8.6694,40.7712,3.991e-16,6.551e-16,1.364e-15,0.0,5.57,0
TopS105558,6.8503,40.9863,3.752e-19,5.508e-19,8.820e-19,0.0,5.68,0
TopS105571,8.7422,42.0009,1.117e-18,1.464e-18,1.886e-18,0.0,5.5,0
TopS105578,7.7488,38.4749,2.240e-16,2.101e-16,1.285e-16,0.001,5.42,0
TopS105586,9.9289,41.8478,3.901e-18,4.801e-18,5.216e-18,0.002,5.54,0
TopS105593,10.1080,44.2909,1.599e-16,2.625e-16,5.404e-16,0.001,5.08,0
TopS105599,9.4057,42.0856,4.120e-19,6.348e-19,1.099e-18,0.0,5.13,0
TopS105601,12.3764,44.7718,1.186e-20,2.681e-20,1.036e-19,0.001,5.5,0
TopS105604,8.0811,42.6034,2.171e-16,3.953e-16,9.838e-16,0.001,5.24,0
TopS105609,8.7308,41.4709,1.081e-19,1.808e-19,3.751e-19,0.001,5.04,0
TopS105613,12.1569,40.4759,4.056e-19,6.296e-19,1.146e-18,-0.0,6.37,0
TopS105615,13.1342,44.2151,9.166e-20,1.636e-19,3.943e-19,-0.0,5.27,0
TopS105616,10.5974,40.5087,4.680e-12,3.253e-12,1.164e-12,0.0,6.12,0
TopS105618,9.1384,44.4237,3.608e-18,4.576e-18,5.269e-18,-0.0,5.5,0
TopS105624,13.0898,39.3423,2.041e-18,2.657e-18,3.320e-18,0.001,6.5,0
TopS105628,8.2686,40.0184,3.521e-16,5.725e-16,1.147e-15,0.001,4.93,0
TopS105629,11.8504,41.6773,1.187e-17,1.356e-17,1.281e-17,0.001,5.86,0
TopS105632,9.8578,38.1160,2.276e-18,2.875e-18,3.422e-18,-0.0,5.49,0
TopS105635,7.7687,42.2551,1.770e-18,2.426e-18,3.358e-18,0.0,5.33,0
TopS105643,10.3345,44.5350,5.126e-19,7.575e-19,1.177e-18,0.001,5.38,0
TopS105649,8.8082,41.7002,9.512e-20,1.650e-19,3.667e-19,0.001,5.06,0
TopS105651,7.7627,43.8149,3.317e-20,6.679e-20,2.072e-19,0.001,6.36,0
TopS105655,7.2068,43.8194,2.844e-18,3.570e-18,4.141e-18,0.001,6.17,0
TopS105659,9.3074,43.5045,7.038e-20,1.315e-19,3.370e-19,0.001,4.72,0
TopS105662,5.5415,38.2171,8.673e-16,6.978e-16,3.214e-16,0.001,6.35,0
TopS105663,9.7334,42.7288,1.215e-20,2.615e-20,9.179e-20,0.0,6.06,0
TopS105672,5.9430,43.8553,1.814e-18,2.418e-18,3.131e-18,0.001,5.92,0
TopS105683,9.0521,41.8533,3.160e-18,4.056e-18,5.115e-18,-0.0,5.37,0
TopS105687,13.1376,44.6205,1.937e-16,1.743e-16,9.907e-17,-0.0,5.26,0
TopS105689,6.6453,42.7658,2.707e-20,4.913e-20,1.186e-19,0.001,4.98,0
TopS105691,12.5155,43.9530,2.397e-17,2.604e-17,2.300e-17,0.0,5.74,0
TopS105702,7.1652,38.1640,1.667e-20,3.169e-20,8.481e-20,0.0,5.93,0
TopS105703,7.6984,39.7235,5.747e-17,5.609e-17,3.901e-17,0.0,6.03,0
TopS105704,13.1510,39.0338,1.517e-20,2.755e-20,6.826e-20,0.001,6.24,0
TopS105706,8.1291,41.7681,1.696e-20,3.079e-20,7.675e-20,0.0,5.66,0
TopS105707,12.0838,42.1047,8.872e-12,6.490e-12,2.509e-12,0.001,6.52,0
TopS105709,7.5804,43.6091,5.169e-16,1.076e-15,3.508e-15,0.001,5.71,0
TopS105721,9.9888,41.1339,5.543e-19,7.957e-19,1.170e-18,0.002,5.18,0
TopS105728,9.4201,43.1029,3.610e-18,4.621e-18,5.525e-18,0.001,6.54,0
TopS105731,9.3451,42.1499,2.738e-18,3.190e-18,3.285e-18,0.001,6.29,0
TopS105735,10.8351,44.8151,1.143e-17,1.279e-17,1.176e-17,0.0,5.14,0
TopS105738,8.6434,43.6158,5.267e-18,6.521e-18,7.393e-18,0.0,4.95,0
TopS105741,9.3365,44.3328,2.159e-19,3.349e-19,6.134e-19,0.0,4.97,0
TopS105744,9.7587,43.3147,3.387e-20,6.064e-20,1.465e-19,0.001,5.11,0
TopS105747,8.4042,43.5322,1.714e-16,3.083e-16,7.385e-16,0.001,6.37,0
TopS105756,6.9563,41.2319,1.956e-18,2.577e-18,3.278e-18,0.001,6.37,0
TopS105771,9.4609,42.5739,2.733e-18,3.460e-18,4.011e-18,-0.0,6.44,0
TopS105773,8.8502,43.9542,8.971e-17,1.954e-16,6.882e-16,0.001,5.02,0
TopS105781,10.3665,41.8928,9.429e-18,1.098e-17,1.067e-17,-0.0,5.32,0
TopS105785,7.7193,40.5268,2.090e-20,3.912e-20,1.010e-19,-0.0,5.31,0
TopS105788,12.1395,44.1107,6.404e-12,4.522e-12,1.630e-12,-0.0,4.96,0
TopS105789,5.1761,44.3925,1.370e-16,1.304e-16,8.632e-17,0.0,5.45,0
TopS105790,8.7193,44.6847,1.537e-17,1.751e-17,1.660e-17,-0.0,5.9,0
TopS105799,11.0532,41.5199,5.922e-18,6.937e-18,7.107e-18,-0.0,6.44,0
TopS105810,8.2247,44.9595,1.166e-20,2.468e-20,8.269e-20,0.001,5.28,0
TopS105812,7.8133,43.0263,8.371e-17,8.290e-17,6.159e-17,0.001,6.43,0
TopS105813,10.3118,44.5460,2.216e-17,2.427e-17,2.149e-17,0.001,6.01,0
TopS105820,11.6983,41.6217,1.126e-19,2.029e-19,4.934e-19,0.001,6.41,0
TopS105824,9.0025,39.0919,1.182e-20,2.665e-20,1.084e-19,0.001,5.03,0
TopS105829,12.0902,44.9255,9.691e-18,1.142e-17,1.132e-17,0.0,6.32,0
TopS105831,8.7850,41.7238,2.544e-18,3.237e-18,3.791e-18,0.0,5.3,0
TopS105833,9.9736,43.9217,8.930e-20,1.547e-19,3.483e-19,-0.0,6.39,0
TopS105834,8.7190,42.5807,4.452e-17,4.427e-17,3.121e-17,0.0,5.29,0
TopS105837,7.4444,41.1693,7.534e-20,1.363e-19,3.299e-19,0.0,6.33,0
TopS105842,10.9425,41.6044,2.657e-12,1.775e-12,5.782e-13,0.0,5.09,0
TopS105846,8.1208,44.1666,1.308e-16,1.247e-16,8.560e-17,0.001,5.32,0
TopS105849,10.1899,43.5203,7.064e-17,6.667e-17,4.290e-17,0.0,5.47,0
TopS105865,9.9647,44.6515,3.497e-17,3.725e-17,3.061e-17,0.001,6.64,0
TopS105870,11.9676,44.3266,1.800e-19,3.043e-19,6.603e-19,0.001,6.2,0
TopS105872,6.6967,42.7226,4.722e-17,4.868e-17,3.934e-17,0.0,4.96,0
TopS105874,11.7652,39.4525,1.392e-20,2.966e-20,1.073e-19,0.001,5.14,0
TopS105876,5.4561,42.0730,7.289e-18,8.315e-18,7.774e-18,0.001,5.77,0
TopS105883,9.5881,43.0075,1.515e-16,1.413e-16,8.533e-17,0.0,6.48,0
TopS105887,11.0134,42.1593,1.573e-15,1.177e-15,4.732e-16,0.001,6.03,0
TopS105889,6.6475,40.9771,2.090e-20,4.211e-20,1.292e-19,0.0,6.13,0
TopS105893,10.4554,43.3458,4.574e-16,8.323e-16,1.994e-15,-0.001,5.91,0
TopS105904,10.9055,44.2494,2.196e-19,3.678e-19,7.825e-19,0.001,5.28,0
TopS105906,12.9087,44.0701,1.067e-17,1.211e-17,1.090e-17,0.0,5.86,0
TopS105907,5.1805,44.2607,2.694e-16,2.341e-16,1.346e-16,0.0,5.14,0
TopS105912,11.3557,41.7580,8.621e-17,8.325e-17,5.577e-17,0.001,6.37,0
TopS105915,10.2388,43.2910,6.030e-17,6.072e-17,4.404e-17,0.001,5.96,0
TopS105920,4.4977,43.3197,1.772e-20,3.708e-20,1.196e-19,0.0,5.34,0
TopS105922,10.6619,40.6429,7.846e-20,1.430e-19,3.698e-19,0.001,6.66,0
TopS105923,8.4789,44.5523,1.318e-20,2.683e-20,8.341e-20,0.002,4.97,0
TopS105926,6.7722,43.5293,3.536e-16,7.725e-16,2.899e-15,0.0,5.4,0
TopS105933,12.6617,41.0125,1.548e-17,1.741e-17,1.582e-17,0.0,6.48,0
TopS105941,5.0774,42.0979,4.974e-18,6.137e-18,6.753e-18,0.001,6.14,0
TopS105943,14.3804,43.0370,3.845e-19,5.960e-19,1.042e-18,0.001,6.18,0
TopS105955,8.8946,43.1716,7.786e-20,1.402e-19,3.364e-19,0.0,5.6,0
TopS105959,10.7526,44.5186,6.267e-17,5.930e-17,3.791e-17,0.001,5.54,0
TopS105961,7.8156,40.9538,1.193e-17,1.368e-17,1.296e-17,0.001,6.22,0
TopS105964,14.7011,43.6986,1.223e-19,2.026e-19,4.046e-19,0.0,5.79,0
TopS105969,6.6276,44.4089,5.324e-18,6.174e-18,6.331e-18,0.001,6.34,0
TopS105973,7.1736,42.8163,5.179e-20,9.877e-20,2.653e-19,-0.0,6.29,0
TopS105974,13.3790,44.7917,9.608e-20,1.607e-19,3.327e-19,0.001,5.18,0
TopS105975,14.1483,44.8538,5.261e-17,5.302e-17,3.925e-17,-0.001,4.89,0
TopS105977,12.1011,44.7633,1.230e-16,2.470e-16,7.520e-16,-0.0,5.57,0
TopS105983,8.8522,42.9667,8.152e-20,1.409e-19,3.215e-19,0.0,5.2,0
TopS105984,8.4544,44.2577,9.053e-17,1.565e-16,3.585e-16,-0.0,4.87,0
TopS105988,10.3168,42.4627,1.464e-17,1.684e-17,1.555e-17,0.001,6.54,0
TopS105989,4.0541,41.0712,2.637e-20,5.301e-20,1.649e-19,0.0,6.35,0
TopS105991,7.5420,42.4471,7.161e-17,7.136e-17,5.068e-17,0.0,5.74,0
TopS105992,10.9159,42.1087,1.524e-16,1.342e-16,7.368e-17,0.0,5.87,0
TopS105994,13.8483,44.8004,2.644e-19,4.408e-19,9.112e-19,0.001,6.02,0
TopS106005,10.6490,42.0439,1.855e-16,4.172e-16,1.655e-15,0.001,5.67,0
TopS106012,8.1444,44.7286,3.191e-18,3.935e-18,4.426e-18,-0.0,6.53,0
TopS106018,7.1483,43.3653,1.906e-17,2.012e-17,1.646e-17,0.001,5.21,0
TopS106026,8.8076,44.3725,5.739e-20,1.053e-19,2.699e-19,0.0,6.41,0
TopS106030,9.0468,42.4007,2.797e-20,5.730e-20,1.825e-19,0.0,6.21,0
TopS106032,10.6334,43.1835,5.098e-19,7.477e-19,1.236e-18,-0.0,5.25,0
TopS106037,12.0241,42.1692,5.158e-19,7.667e-19,1.261e-18,0.0,4.93,0
TopS106038,7.3867,44.7696,2.675e-20,4.867e-20,1.223e-19,-0.0,5.29,0
TopS106043,12.2843,44.0287,2.334e-17,2.378e-17,1.750e-17,0.0,6.17,0
TopS106046,10.7407,40.5079,1.313e-20,2.675e-20,8.129e-20,0.0,5.74,0
TopS106048,10.7666,44.3141,5.159e-19,7.809e-19,1.347e-18,0.001,5.05,0
TopS106050,7.5573,40.9973,2.310e-16,4.659e-16,1.430e-15,0.0,6.12,0
TopS106053,8.4328,43.5502,2.112e-18,2.640e-18,3.137e-18,0.001,5.92,0
TopS106056,13.7542,39.6137,5.995e-18,6.923e-18,6.582e-18,0.0,6.57,0
TopS106059,8.2049,43.6535,1.918e-19,3.141e-19,6.486e-19,0.0,4.89,0
TopS106061,7.7170,42.4999,7.165e-17,7.308e-17,5.425e-17,0.001,6.26,0
TopS106068,8.6376,41.4225,1.627e-18,2.039e-18,2.356e-18,0.001,6.53,0
TopS106070,12.0571,39.7440,1.664e-20,3.233e-20,9.248e-20,0.001,5.27,0
TopS106075,8.5146,40.9732,1.946e-19,3.205e-19,6.413e-19,0.0,4.96,0
TopS106080,11.6825,44.0606,3.073e-19,4.961e-19,9.629e-19,-0.0,5.07,0
TopS106087,8.0158,39.2651,9.962e-19,1.454e-18,2.243e-18,0.0,6.24,0
TopS106088,8.3946,43.0662,5.517e-19,8.061e-19,1.279e-18,0.0,6.19,0
TopS106093,9.9306,44.9148,1.329e-16,1.169e-16,6.792e-17,0.001,6.41,0
TopS106097,10.9283,43.3846,6.670e-16,5.243e-16,2.426e-16,0.0,5.4,0
TopS106104,9.8658,42.5081,7.623e-20,1.313e-19,3.021e-19,0.0,5.35,0
TopS106107,10.2185,42.3517,2.380e-16,2.034e-16,1.091e-16,0.001,6.41,0
TopS106110,6.9761,40.4199,1.240e-16,1.167e-16,7.454e-17,0.0,5.38,0
TopS106124,8.8880,43.8887,1.477e-16,2.646e-16,6.413e-16,0.0,5.0,0
TopS106127,7.6809,43.9944,1.044e-16,9.763e-17,6.092e-17,0.0,6.6,0
TopS106129,6.0672,43.0775,1.824e-20,3.597e-20,1.102e-19,0.001,6.53,0
TopS106131,9.3035,43.2413,5.456e-19,8.479e-19,1.562e-18,0.001,5.02,0
TopS106134,14.2542,43.9550,4.308e-16,7.471e-16,1.746e-15,0.0,4.99,0
TopS106140,15.4839,44.8970,1.888e-19,3.086e-19,6.214e-19,0.0,5.82,0
TopS106141,12.8530,44.9466,1.164e-18,1.622e-18,2.355e-18,-0.001,4.98,0
TopS106142,8.0793,43.1679,2.001e-16,1.779e-16,1.029e-16,0.0,5.73,0
TopS106145,8.0243,42.9393,1.500e-20,3.086e-20,9.824e-20,0.001,5.11,0
TopS106153,7.2784,42.6632,5.741e-20,1.074e-19,2.851e-19,0.0,5.3,0
TopS106158,10.0620,43.9772,2.949e-18,3.745e-18,4.257e-18,0.001,5.47,0
TopS106163,11.2664,42.3596,5.630e-18,7.092e-18,8.132e-18,0.0,5.67,0
TopS106166,10.4346,39.6168,6.282e-18,7.582e-18,8.023e-18,0.0,6.43,0
TopS106175,9.3910,38.5067,1.456e-18,1.928e-18,2.488e-18,0.001,6.09,0
TopS106178,7.9913,41.6875,1.011e-20,2.161e-20,7.286e-20,-0.0,5.1,0
TopS106180,12.8328,44.1369,2.019e-20,4.158e-20,1.330e-19,-0.0,6.05,0
TopS106183,13.0453,42.1020,4.738e-20,9.044e-20,2.447e-19,0.001,5.18,0
TopS106187,8.7848,41.2226,1.962e-17,2.076e-17,1.692e-17,0.0,6.16,0
TopS106191,11.7364,41.6364,8.491e-19,1.200e-18,1.753e-18,0.0,5.84,0
TopS106198,8.5910,43.2741,7.673e-20,1.308e-19,2.833e-19,0.001,5.45,0
TopS106200,8.2935,44.9478,1.900e-19,3.109e-19,6.169e-19,0.001,6.24,0
TopS106209,7.9166,42.3909,8.077e-20,1.435e-19,3.412e-19,-0.001,5.24,0
TopS106229,7.3813,43.2566,2.914e-18,3.612e-18,4.192e-18,0.001,6.06,0
TopS106244,8.3585,41.7452,3.986e-18,5.217e-18,6.550e-18,0.001,5.86,0
TopS106246,9.5984,43.6490,1.337e-18,1.740e-18,2.118e-18,0.001,5.15,0
TopS106248,7.1834,41.7372,2.099e-17,2.334e-17,2.093e-17,-0.0,6.63,0
TopS106249,10.4803,43.1422,4.502e-20,8.232e-20,2.135e-19,0.001,5.25,0
TopS106250,7.5968,41.4348,4.437e-19,6.967e-19,1.259e-18,0.0,6.69,0
TopS106251,11.8157,44.7083,5.356e-20,9.798e-20,2.428e-19,0.001,4.94,0
TopS106257,9.9350,39.4008,1.998e-20,4.078e-20,1.292e-19,-0.0,5.63,0
TopS106266,7.7498,44.6449,4.316e-19,6.654e-19,1.157e-18,0.0,4.75,0
TopS106267,7.8555,39.3316,1.525e-20,3.227e-20,1.099e-19,0.001,5.16,0
TopS106269,12.2454,44.7234,1.871e-18,2.398e-18,2.830e-18,0.0,5.71,0
TopS106271,8.2820,43.3067,1.105e-17,1.328e-17,1.397e-17,0.001,5.81,0
TopS106272,9.9647,43.1973,9.046e-20,1.557e-19,3.482e-19,0.0,4.82,0
TopS106277,7.3226,43.9896,2.894e-19,4.309e-19,7.227e-19,0.001,5.99,0
TopS106283,6.3692,44.9030,4.706e-20,9.208e-20,2.621e-19,0.001,6.19,0
TopS106285,5.2877,41.4665,3.543e-16,3.062e-16,1.628e-16,-0.0,6.36,0
TopS106290,6.8696,43.0770,2.491e-16,5.031e-16,1.594e-15,0.0,5.42,0
TopS106291,6.4520,43.0294,3.216e-17,3.181e-17,2.290e-17,0.001,5.09,0
TopS106292,10.0235,44.1824,6.981e-20,1.259e-19,3.088e-19,0.001,6.37,0
TopS106294,11.0644,41.4680,4.372e-18,5.275e-18,5.545e-18,0.001,5.25,0
TopS106299,10.0961,42.1548,2.425e-17,2.665e-17,2.280e-17,0.001,6.46,0
TopS106306,6.5414,42.6748,1.807e-17,2.094e-17,1.991e-17,0.001,5.24,0
TopS106314,8.4627,42.2794,1.221e-16,2.206e-16,5.307e-16,0.0,6.1,0
TopS106316,8.8596,40.0368,1.369e-18,1.922e-18,2.873e-18,0.0,4.9,0
TopS106321,9.0412,42.1874,2.186e-16,3.575e-16,7.169e-16,0.001,5.0,0
TopS106325,11.8465,43.0201,1.083e-19,1.854e-19,4.066e-19,0.001,6.21,0
TopS106326,7.1604,41.6967,2.230e-17,2.315e-17,1.819e-17,0.0,5.92,0
TopS106327,9.6638,44.8970,1.893e-19,3.153e-19,6.541e-19,0.001,6.14,0
TopS106335,9.5090,44.0104,7.423e-18,8.503e-18,8.178e-18,0.0,5.02,0
TopS106339,12.8727,42.5043,1.896e-20,3.407e-20,8.250e-20,-0.0,5.5,0
TopS106347,10.7806,42.6667,4.887e-18,6.154e-18,7.054e-18,0.0,5.41,0
TopS106349,8.2221,41.6143,3.018e-16,4.545e-16,7.658e-16,0.0,6.23,0
TopS106358,7.8945,39.2236,1.042e-18,1.454e-18,2.160e-18,0.001,5.71,0
TopS106362,7.7242,43.2862,6.249e-17,6.008e-17,3.946e-17,0.001,6.51,0
TopS106363,9.8310,44.9798,7.143e-18,8.303e-18,8.123e-18,-0.0,5.81,0
TopS106365,5.7206,37.6708,1.693e-20,3.397e-20,9.917e-20,0.0,5.15,0
TopS106370,9.1896,42.6328,1.083e-20,2.318e-20,7.918e-20,0.001,5.36,0
TopS106372,13.0088,44.8746,3.234e-18,4.039e-18,4.511e-18,-0.0,4.93,0
TopS106373,7.0492,40.3405,6.241e-20,1.028e-19,2.147e-19,0.0,6.6,0
TopS106377,8.6835,41.8686,1.100e-17,1.299e-17,1.284e-17,0.002,6.53,0
TopS106391,9.8502,44.6876,4.859e-20,9.165e-20,2.471e-19,0.001,5.86,0
TopS106394,8.7646,43.8091,9.158e-18,1.110e-17,1.162e-17,0.001,6.1,0
TopS106398,8.3913,44.0440,3.080e-18,3.780e-18,4.030e-18,0.001,5.17,0
TopS106404,8.2897,44.3133,4.037e-16,9.514e-16,4.103e-15,0.001,4.99,0
TopS106407,11.1851,42.4948,3.981e-18,4.866e-18,5.416e-18,-0.001,5.85,0
TopS106410,12.2863,44.4089,3.391e-20,6.929e-20,2.150e-19,0.001,6.22,0
