Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BackS023585,-32.9571,-19.6875,4.238e-17,3.225e-17,1.389e-17,0.0,-46.69,1
BackS023586,-32.8947,-19.6836,4.109e-18,9.293e-18,3.632e-17,0.001,-46.01,0
BackS023587,-32.9391,-19.6854,3.109e-19,3.246e-19,2.496e-19,0.0,-46.6,0
BackS023588,-32.9152,-19.6793,4.239e-20,4.921e-20,4.965e-20,-0.001,-45.92,0
BackS023590,-32.9644,-19.7028,1.770e-18,1.602e-18,9.744e-19,0.001,-46.9,0
BackS023593,-32.9430,-19.6876,5.588e-20,6.285e-20,5.712e-20,-0.001,-46.66,0
BackS023597,-32.9631,-19.6925,3.464e-19,3.572e-19,2.685e-19,-0.0,-46.76,0
BackS023599,-32.8925,-19.6796,5.732e-18,4.870e-18,2.535e-18,0.0,-45.98,0
BackS023600,-32.9645,-19.7033,1.446e-20,1.962e-20,2.728e-20,0.0,-46.81,0
BackS023601,-32.9485,-19.7038,4.010e-19,4.083e-19,3.137e-19,-0.0,-46.86,0
BackS023602,-32.8978,-19.6839,4.389e-19,4.412e-19,3.185e-19,0.0,-45.96,0
BackS023604,-32.8864,-19.6646,1.041e-18,9.605e-19,5.808e-19,-0.001,-45.71,0
BackS023605,-32.9690,-19.7010,1.033e-17,8.059e-18,3.697e-18,0.0,-46.9,0
BackS023606,-32.9801,-19.6956,5.241e-14,4.143e-14,1.801e-14,0.001,-46.9,1
BackS023607,-32.9656,-19.6930,3.077e-19,3.077e-19,2.285e-19,-0.0,-46.87,0
BackS023609,-32.9598,-19.7001,1.936e-19,2.121e-19,1.828e-19,-0.001,-46.86,0
BackS023610,-32.9673,-19.6819,4.651e-14,4.326e-14,2.664e-14,-0.0,-46.6,1
BackS023614,-32.8905,-19.6822,8.545e-20,1.002e-19,1.026e-19,0.0,-45.98,0
BackS023615,-32.9749,-19.7099,1.039e-20,1.436e-20,2.105e-20,-0.001,-47.04,0
BackS023616,-32.8846,-19.6760,4.964e-18,8.319e-18,1.671e-17,0.0,-45.78,0
BackS023618,-32.9512,-19.6900,1.683e-17,1.289e-17,5.492e-18,-0.001,-46.72,1
BackS023621,-32.9699,-19.6966,1.194e-13,9.183e-14,4.015e-14,0.001,-46.91,1
BackS023622,-32.8849,-19.6683,1.715e-18,1.561e-18,8.956e-19,0.001,-45.62,0
BackS023623,-32.9487,-19.6957,5.531e-19,9.959e-19,2.423e-18,-0.001,-46.88,0
BackS023625,-32.9751,-19.6958,7.574e-19,7.349e-19,4.852e-19,0.001,-46.87,0
BackS023626,-32.8972,-19.6774,1.027e-19,1.182e-19,1.146e-19,-0.0,-45.88,0
BackS023627,-32.9718,-19.6952,1.563e-17,1.292e-17,6.069e-18,-0.001,-46.82,0
BackS023632,-32.8948,-19.6804,2.730e-20,3.356e-20,3.810e-20,-0.0,-45.93,0
BackS023633,-32.9577,-19.6995,1.354e-20,1.910e-20,2.830e-20,0.001,-46.88,0
BackS023634,-32.9752,-19.6961,9.203e-14,6.552e-14,2.463e-14,0.001,-46.84,0
BackS023635,-32.9633,-19.7045,9.102e-18,7.414e-18,3.468e-18,-0.0,-46.91,0
BackS023636,-32.8914,-19.6796,9.096e-19,1.589e-18,3.776e-18,0.001,-45.9,0
BackS023637,-32.9649,-19.6940,6.072e-19,5.826e-19,3.814e-19,-0.001,-46.81,0
BackS023639,-32.9422,-19.6929,2.927e-19,2.971e-19,2.236e-19,0.0,-46.81,0
BackS023641,-32.9821,-19.7034,8.644e-14,7.163e-14,3.410e-14,-0.0,-46.84,1
BackS023643,-32.8819,-19.6765,4.896e-19,4.800e-19,3.415e-19,-0.0,-45.86,0
BackS023644,-32.9006,-19.6786,2.017e-18,3.489e-18,7.520e-18,-0.001,-45.84,0
BackS023645,-32.8813,-19.6668,4.493e-20,5.457e-20,5.754e-20,0.001,-45.8,0
BackS023646,-32.9789,-19.6965,2.915e-19,2.936e-19,2.252e-19,-0.0,-46.85,0
BackS023649,-32.8897,-19.6830,2.178e-18,3.970e-18,9.929e-18,-0.0,-45.98,0
BackS023650,-32.8886,-19.6752,6.108e-19,5.775e-19,3.685e-19,0.0,-45.85,0
BackS023656,-32.9772,-19.6960,1.123e-20,1.476e-20,1.855e-20,-0.0,-46.97,0
BackS023659,-32.9068,-19.6786,2.864e-20,3.613e-20,4.162e-20,-0.001,-45.98,0
BackS023661,-32.9754,-19.6970,3.100e-20,3.748e-20,3.962e-20,0.0,-46.84,0
BackS023662,-32.8882,-19.6741,1.469e-17,1.155e-17,5.088e-18,0.0,-45.79,1
BackS023669,-32.8887,-19.6812,2.896e-20,3.695e-20,4.317e-20,0.0,-45.89,0
BackS023671,-32.9750,-19.7062,6.967e-20,7.999e-20,7.725e-20,0.0,-46.93,0
BackS023674,-32.9670,-19.6903,2.629e-19,2.735e-19,2.094e-19,-0.0,-46.76,0
BackS023675,-32.9995,-19.7158,3.944e-20,4.894e-20,5.287e-20,0.0,-46.88,0
BackS023677,-32.9797,-19.6974,5.291e-20,6.335e-20,6.548e-20,-0.001,-46.87,0
BackS023682,-32.9860,-19.7008,2.436e-19,2.555e-19,2.022e-19,0.0,-46.85,0
BackS023683,-32.8886,-19.6791,2.873e-19,3.007e-19,2.309e-19,-0.0,-45.93,0
BackS023684,-32.9663,-19.6956,3.106e-20,3.865e-20,4.460e-20,0.001,-46.73,0
BackS023689,-32.9015,-19.6772,1.354e-18,1.273e-18,8.060e-19,0.0,-45.87,0
BackS023690,-32.8661,-19.6764,8.119e-18,6.331e-18,2.813e-18,0.0,-45.9,0
BackS023691,-32.9574,-19.6998,3.261e-18,5.127e-18,9.306e-18,-0.0,-46.82,0
BackS023694,-32.8878,-19.6756,7.134e-18,1.100e-17,1.919e-17,0.0,-45.91,0
BackS023695,-32.8528,-19.6659,2.755e-18,6.153e-18,2.307e-17,0.001,-45.78,0
BackS023696,-32.8734,-19.6800,8.299e-19,8.107e-19,5.671e-19,-0.0,-45.87,0
BackS023697,-32.8666,-19.6676,5.374e-19,5.251e-19,3.627e-19,-0.0,-45.75,0
BackS023699,-32.8783,-19.6664,9.363e-14,6.733e-14,2.614e-14,0.0,-45.77,0
BackS023701,-32.8783,-19.6824,1.239e-18,1.173e-18,7.488e-19,0.001,-45.95,0
BackS023702,-32.8749,-19.6764,2.439e-17,1.912e-17,8.488e-18,-0.0,-45.87,1
BackS023706,-33.0011,-19.7086,1.661e-18,3.419e-18,1.051e-17,-0.001,-46.94,0
BackS023707,-32.8616,-19.6621,5.145e-20,6.379e-20,7.384e-20,-0.0,-45.74,0
BackS023708,-32.8819,-19.6791,3.944e-19,3.905e-19,2.736e-19,0.0,-45.96,0
BackS023709,-32.8775,-19.6752,1.895e-19,2.029e-19,1.687e-19,0.0,-45.91,0
BackS023714,-32.8696,-19.6670,3.107e-18,2.775e-18,1.540e-18,0.0,-45.78,0
BackS023715,-32.8662,-19.6689,9.198e-19,8.463e-19,5.373e-19,-0.0,-45.82,0
BackS023717,-32.8860,-19.6757,1.317e-18,1.262e-18,8.518e-19,-0.0,-45.81,0
BackS023718,-32.8729,-19.6650,7.378e-18,6.137e-18,3.088e-18,0.001,-45.75,0
BackS023719,-32.9891,-19.7092,4.424e-18,3.929e-18,2.169e-18,0.001,-46.91,0
BackS023722,-32.9869,-19.7084,1.340e-19,1.416e-19,1.145e-19,-0.0,-46.95,0
BackS023723,-33.0016,-19.6958,1.040e-19,1.180e-19,1.150e-19,0.001,-46.87,0
BackS023726,-32.9960,-19.7117,1.740e-19,1.859e-19,1.589e-19,0.001,-46.94,0
BackS023727,-32.9809,-19.7027,1.062e-19,1.210e-19,1.139e-19,-0.0,-46.92,0
BackS023728,-32.8728,-19.6698,1.108e-19,1.191e-19,1.014e-19,-0.0,-45.82,0
BackS023732,-32.8569,-19.6716,1.870e-20,2.449e-20,3.039e-20,-0.0,-45.77,0
BackS023733,-33.0064,-19.7036,5.543e-19,5.382e-19,3.756e-19,0.0,-46.83,0
BackS023735,-32.8625,-19.6664,6.580e-19,6.378e-19,4.336e-19,0.0,-45.76,0
BackS023736,-32.8513,-19.6652,4.751e-18,3.972e-18,2.008e-18,-0.0,-45.9,0
BackS023739,-33.0040,-19.7093,2.599e-19,2.603e-19,1.955e-19,0.0,-46.87,0
BackS023741,-32.9874,-19.7035,1.467e-19,1.600e-19,1.398e-19,-0.0,-46.88,0
BackS023742,-32.8747,-19.6627,4.101e-19,7.398e-19,1.778e-18,-0.0,-45.69,0
BackS023745,-33.0055,-19.7154,2.456e-20,3.055e-20,3.371e-20,-0.0,-47.01,0
BackS023746,-33.0076,-19.7006,9.121e-20,9.949e-20,8.610e-20,0.0,-46.88,0
BackS023750,-32.8510,-19.6696,1.796e-14,1.200e-14,3.861e-15,-0.001,-45.81,0
BackS023751,-32.8556,-19.6616,9.417e-20,1.031e-19,8.828e-20,-0.0,-45.86,0
BackS023752,-32.9841,-19.7007,2.969e-19,3.008e-19,2.228e-19,0.0,-46.95,0
BackS023753,-32.8690,-19.6772,4.718e-19,8.056e-19,1.707e-18,0.001,-45.94,0
BackS023755,-32.9833,-19.6998,1.614e-20,2.067e-20,2.483e-20,-0.0,-46.9,0
BackS023756,-32.8610,-19.6700,1.656e-19,1.805e-19,1.555e-19,-0.0,-45.84,0
BackS023758,-33.0029,-19.7182,6.020e-20,7.304e-20,7.789e-20,0.0,-46.98,0
BackS023760,-32.9909,-19.6950,6.622e-20,7.815e-20,7.949e-20,0.0,-46.82,0
BackS023763,-32.8434,-19.6545,8.523e-19,7.944e-19,5.032e-19,0.0,-45.84,0
BackS023764,-32.8416,-19.6656,4.731e-19,4.808e-19,3.626e-19,0.0,-45.84,0
BackS023765,-32.9944,-19.6993,5.629e-20,6.403e-20,6.114e-20,0.001,-46.97,0
BackS023766,-32.8503,-19.6729,1.514e-18,1.312e-18,7.165e-19,0.001,-45.86,0
BackS023767,-32.8629,-19.6780,2.997e-14,2.055e-14,6.769e-15,0.0,-45.92,0
BackS023778,-32.8429,-19.6625,4.651e-18,7.819e-18,1.632e-17,0.0,-45.86,0
BackS023781,-33.0007,-19.7117,2.798e-18,2.479e-18,1.404e-18,0.0,-46.88,0
BackS023782,-32.8369,-19.6608,6.516e-18,5.048e-18,2.137e-18,0.0,-45.84,0
BackS023784,-33.0061,-19.7053,7.285e-18,1.751e-17,7.635e-17,0.0,-46.92,0
BackS023785,-32.8445,-19.6657,2.014e-20,2.512e-20,2.858e-20,-0.0,-45.93,0
BackS023786,-32.8406,-19.6668,3.014e-20,3.748e-20,4.373e-20,-0.001,-45.75,0
BackS023788,-33.0234,-19.7082,2.566e-19,2.612e-19,1.915e-19,-0.0,-46.81,0
BackS023789,-32.8532,-19.6656,3.425e-20,4.016e-20,3.966e-20,-0.0,-45.86,0
BackS023793,-33.0283,-19.7196,5.379e-18,8.545e-18,1.577e-17,-0.0,-46.93,0
BackS023794,-32.8496,-19.6609,9.983e-19,9.454e-19,6.270e-19,-0.0,-45.77,0
BackS023800,-33.0502,-19.7273,1.373e-20,1.871e-20,2.485e-20,0.001,-47.0,0
BackS023801,-33.0235,-19.7239,2.065e-19,2.101e-19,1.620e-19,0.0,-46.98,0
BackS023802,-32.8246,-19.6567,1.380e-17,1.059e-17,4.612e-18,-0.0,-45.79,1
BackS023804,-33.0224,-19.7207,4.960e-19,5.113e-19,3.856e-19,-0.001,-46.9,0
BackS023805,-32.8445,-19.6541,7.678e-19,7.268e-19,4.777e-19,-0.0,-45.76,0
BackS023806,-32.8280,-19.6615,9.251e-18,7.358e-18,3.273e-18,-0.0,-45.87,0
BackS023807,-33.0319,-19.7190,1.366e-20,1.900e-20,2.697e-20,-0.001,-46.9,0
BackS023809,-32.8349,-19.6640,5.357e-20,6.422e-20,6.543e-20,-0.0,-45.72,0
BackS023812,-33.0338,-19.7153,1.298e-18,2.275e-18,5.246e-18,-0.0,-46.78,0
BackS023813,-32.8161,-19.6576,6.206e-19,5.997e-19,4.181e-19,0.0,-45.81,0
BackS023814,-32.8198,-19.6692,7.203e-19,6.966e-19,4.567e-19,0.001,-45.87,0
BackS023815,-33.0345,-19.7124,2.441e-18,2.137e-18,1.145e-18,0.0,-46.86,0
BackS023817,-32.8325,-19.6555,3.107e-19,3.192e-19,2.426e-19,0.001,-45.9,0
BackS023818,-32.9294,-19.6868,1.363e-18,1.877e-18,2.616e-18,-0.001,-46.16,0
BackS023819,-33.0249,-19.7197,2.115e-18,1.832e-18,9.782e-19,0.001,-46.9,0
BackS023820,-32.8308,-19.6542,6.535e-18,5.583e-18,2.960e-18,0.0,-45.87,0
BackS023821,-33.0214,-19.7178,1.758e-18,1.620e-18,9.764e-19,-0.001,-46.98,0
BackS023822,-32.8310,-19.6558,5.531e-16,3.648e-16,1.174e-16,-0.0,-45.77,0
BackS023823,-32.8368,-19.6581,4.482e-16,3.098e-16,1.057e-16,0.001,-45.86,0
BackS023824,-32.8335,-19.6603,7.291e-18,5.811e-18,2.596e-18,0.0,-45.89,0
BackS023825,-33.0282,-19.7139,2.522e-17,1.867e-17,7.419e-18,0.0,-46.85,0
BackS023826,-33.0226,-19.7118,1.137e-18,2.581e-18,9.914e-18,0.001,-46.81,0
