Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG0432,-8.3505,-30.5836,2.906e-17,2.338e-17,1.010e-17,213.3213,-457.45
BackDG0433,-8.0876,-30.6164,4.596e-17,3.400e-17,1.486e-17,88.1001,-457.85
BackDG0434,-8.2064,-30.2253,4.663e-17,3.615e-17,1.744e-17,95.587,-457.84
BackDG0435,-8.5082,-30.9215,3.745e-17,3.204e-17,1.430e-17,99.3717,-457.47
BackDG0436,-8.3917,-30.4157,4.274e-17,3.825e-17,1.608e-17,97.4193,-457.56
BackDG0437,-8.2339,-30.5134,4.007e-17,3.193e-17,1.420e-17,84.7398,-457.78
BackDG0438,-8.1803,-30.4385,6.666e-17,4.931e-17,1.865e-17,95.8051,-457.65
BackDG0466,36.9071,2.9290,2.149e-17,1.740e-17,7.173e-18,96.3008,-489.41
BackDG0467,37.1000,3.0984,3.294e-17,2.622e-17,1.210e-17,83.3627,-489.68
BackDG0468,36.8761,3.1098,3.401e-17,2.451e-17,1.212e-17,84.2443,-489.56
BackDG0469,36.8714,3.2247,3.138e-17,2.459e-17,1.130e-17,74.1087,-489.59
BackDG0477,34.0326,16.3400,3.909e-17,3.223e-17,1.113e-17,214.181,-711.36
BackDG0478,34.1443,16.4156,2.211e-17,1.564e-17,6.748e-18,50.4066,-711.64
BackDG0479,34.0687,16.2811,1.512e-17,1.352e-17,6.443e-18,58.4365,-711.28
BackDG0480,33.7598,16.4348,2.092e-17,1.570e-17,7.116e-18,59.2376,-711.7
BackDG0481,33.9238,16.0912,1.514e-17,1.289e-17,5.673e-18,68.9413,-711.45
BackDG0482,33.8921,16.4418,1.617e-17,1.318e-17,6.270e-18,67.0695,-711.25
BackDG0483,33.8312,16.4404,1.533e-17,1.239e-17,5.453e-18,51.6253,-711.67
BackDG0484,33.7400,16.4498,1.653e-17,1.345e-17,6.251e-18,58.0767,-711.3
BackDG0485,33.8669,16.4373,2.067e-17,1.624e-17,7.456e-18,58.4024,-711.51
BackDG0486,34.0072,16.4335,1.635e-17,1.296e-17,5.834e-18,55.5681,-711.32
BackDG0487,33.8491,16.3717,1.560e-17,1.294e-17,6.143e-18,65.6403,-711.3
BackDG0497,10.9440,-17.2411,2.086e-17,1.594e-17,7.680e-18,120.9954,-508.36
BackDG0498,11.0964,-17.2995,3.081e-17,2.587e-17,1.147e-17,79.4692,-508.16
BackDG0499,10.8013,-17.1840,2.994e-17,2.427e-17,1.039e-17,67.9086,-508.2
BackDG0500,11.0755,-17.2941,3.085e-17,2.241e-17,1.110e-17,75.5142,-508.41
BackDG0501,11.0204,-17.3447,2.955e-17,2.465e-17,1.061e-17,75.7603,-508.54
BackDG0502,10.9201,-17.5179,3.101e-17,2.482e-17,1.146e-17,84.9928,-508.46
BackDG0503,10.9720,-17.3495,4.373e-17,3.565e-17,1.332e-17,84.3195,-508.14
BackDG0504,11.0437,-17.5079,2.851e-17,2.492e-17,1.086e-17,77.3076,-508.4
BackDG0505,11.1307,-17.3111,2.998e-17,2.203e-17,9.998e-18,71.9954,-508.12
BackDG0513,26.0600,29.9691,9.019e-17,7.538e-17,2.227e-17,317.6478,-431.5
BackDG0514,26.0242,30.3306,3.421e-17,2.763e-17,1.193e-17,70.9877,-431.33
BackDG0515,25.9215,29.7108,3.256e-17,2.644e-17,1.279e-17,88.5649,-431.33
BackDG0516,26.4477,29.9552,3.681e-17,2.914e-17,1.353e-17,83.1577,-431.05
BackDG0517,26.1332,29.4836,2.424e-17,1.816e-17,8.879e-18,141.5155,-431.07
BackDG0518,25.9367,29.4567,3.607e-17,2.771e-17,1.272e-17,88.4404,-431.18
BackDG0519,25.4545,29.8321,3.624e-17,2.860e-17,1.160e-17,91.8035,-431.33
BackDG0520,25.8646,29.4013,3.605e-17,2.609e-17,1.114e-17,79.8679,-431.24
BackDG0521,26.3040,29.8749,2.785e-17,2.164e-17,9.265e-18,137.1595,-431.33
BackDG0522,25.5035,29.5960,2.380e-17,1.906e-17,9.087e-18,87.1941,-431.03
BackDG0523,26.4207,30.0031,3.706e-17,3.115e-17,1.248e-17,89.0268,-431.15
BackDG0524,25.7388,30.1740,3.747e-17,2.855e-17,1.350e-17,97.3865,-431.3
BackDG0525,25.8640,29.8113,3.433e-17,2.875e-17,1.200e-17,98.2545,-431.46
BackDG0526,25.5820,30.0752,4.888e-17,3.897e-17,1.459e-17,99.0168,-430.88
BackDG0527,26.2241,30.1079,3.243e-17,2.568e-17,1.074e-17,73.708,-431.12
BackDG0528,26.5680,30.3558,3.548e-17,3.081e-17,1.307e-17,84.7322,-431.22
BackDG0552,38.4547,23.6986,1.604e-17,1.309e-17,6.168e-18,98.7096,-604.72
BackDG0553,38.5441,23.7414,2.329e-17,1.858e-17,8.982e-18,63.4085,-604.82
BackDG0554,38.6112,23.8330,2.114e-17,2.087e-17,8.230e-18,63.9504,-604.89
BackDG0555,38.3813,23.5724,2.567e-17,1.856e-17,8.459e-18,69.468,-604.47
BackDG0556,38.4730,23.8362,2.294e-17,1.591e-17,7.797e-18,66.511,-604.73
BackDG0675,-10.0117,-18.3337,3.564e-17,2.863e-17,9.320e-18,111.5182,-766.81
BackDG0676,-10.1765,-18.8065,1.116e-17,1.016e-17,4.967e-18,44.3818,-766.27
BackDG0677,-10.3853,-18.3754,7.858e-18,6.526e-18,3.097e-18,63.8573,-766.91
BackDG0678,-9.6723,-18.0894,1.334e-17,9.924e-18,4.553e-18,50.5593,-766.58
BackDG0679,-9.8720,-18.3838,1.382e-17,1.120e-17,5.652e-18,52.575,-766.87
BackDG0680,-10.2522,-18.1893,1.857e-17,1.515e-17,6.027e-18,44.8001,-766.57
BackDG0681,-9.7664,-18.4349,1.324e-17,1.124e-17,4.978e-18,50.9921,-766.82
BackDG0682,-9.7990,-18.6988,1.332e-17,1.092e-17,5.005e-18,52.7127,-766.56
BackDG0683,-10.3597,-18.3934,1.132e-17,1.029e-17,4.451e-18,49.3318,-766.78
BackDG0684,-9.6997,-18.4756,1.345e-17,1.215e-17,5.144e-18,54.0125,-766.75
BackDG0685,-9.9608,-18.0703,7.793e-18,6.703e-18,3.385e-18,66.1409,-766.75
BackDG0686,-9.8983,-17.9839,1.321e-17,1.077e-17,4.599e-18,44.349,-766.38
BackDG0687,-10.2414,-18.6573,9.096e-18,7.415e-18,3.775e-18,55.6159,-766.52
BackDG0688,-10.3759,-18.5662,1.294e-17,1.014e-17,4.683e-18,66.3618,-766.81
BackDG0689,-9.6973,-18.4687,1.105e-17,1.103e-17,4.756e-18,49.5133,-766.52
BackDG0690,-10.2583,-18.5198,9.032e-18,7.244e-18,3.217e-18,62.5823,-766.55
BackDG0691,-10.0447,-18.4002,1.425e-17,1.183e-17,5.638e-18,54.3552,-766.92
BackDG0692,-10.0520,-18.1694,1.257e-17,9.489e-18,4.649e-18,44.4043,-766.84
BackDG0693,-10.0808,-18.3727,8.654e-18,7.033e-18,3.355e-18,49.6411,-766.34
BackDG0694,-10.0414,-18.2296,1.876e-17,1.453e-17,6.122e-18,49.1175,-766.51
BackDG0695,-10.0724,-18.1490,1.064e-17,9.686e-18,4.636e-18,46.3812,-766.5
BackDG0696,-10.1033,-17.9239,1.343e-17,1.155e-17,5.727e-18,56.5609,-766.72
BackDG0697,-10.1634,-18.4931,1.328e-17,9.594e-18,5.124e-18,50.8456,-766.78
BackDG0698,-9.8596,-18.2176,9.601e-18,8.186e-18,3.607e-18,91.7139,-766.39
BackDG0699,-9.8956,-18.7468,1.398e-17,1.123e-17,5.648e-18,50.4962,-766.6
BackDG0700,-9.8765,-18.1391,8.994e-18,7.824e-18,3.707e-18,86.3741,-766.47
BackDG0701,-9.8370,-18.6716,1.310e-17,1.130e-17,5.604e-18,63.0916,-766.62
BackDG0702,-10.0156,-18.3576,1.104e-17,1.019e-17,4.300e-18,45.8829,-766.73
BackDG0703,-9.8156,-18.1194,1.246e-17,1.083e-17,4.741e-18,52.1379,-766.53
BackDG0716,-31.4067,-5.5308,1.707e-17,1.403e-17,6.326e-18,118.7671,-572.53
BackDG0717,-31.3889,-5.5385,1.562e-17,1.351e-17,5.783e-18,79.3796,-572.79
BackDG0718,-31.4554,-5.6995,2.544e-17,1.997e-17,9.144e-18,75.7506,-572.7
BackDG0719,-31.5519,-5.5588,2.123e-17,1.801e-17,8.741e-18,66.5587,-572.65
BackDG0720,-31.3709,-5.6609,2.786e-17,1.912e-17,9.589e-18,66.274,-572.68
BackDG0721,-31.3709,-5.4286,2.634e-17,1.989e-17,9.573e-18,87.7459,-572.48
BackDG0746,22.2892,-0.0762,1.134e-17,9.307e-18,4.533e-18,117.6818,-632.87
BackDG0747,22.3516,-0.2355,1.631e-17,1.331e-17,6.192e-18,52.0155,-632.84
BackDG0748,22.4468,-0.0265,1.693e-17,1.341e-17,6.632e-18,50.4006,-632.94
BackDG0749,22.4089,-0.0476,1.134e-17,1.018e-17,4.109e-18,75.3256,-632.85
BackDG0750,22.1689,-0.0630,1.627e-17,1.314e-17,6.335e-18,64.1249,-632.8
BackDG0751,22.2110,-0.2054,1.950e-17,1.552e-17,7.171e-18,57.1141,-632.93
BackDG0752,22.3932,-0.1990,1.956e-17,1.581e-17,7.272e-18,64.9045,-632.75
BackDG0768,10.4904,-20.4267,4.131e-17,3.202e-17,1.107e-17,89.1523,-720.58
BackDG0769,10.9178,-20.2950,9.655e-18,7.706e-18,3.885e-18,88.8655,-720.36
BackDG0770,10.1334,-20.5489,1.570e-17,1.203e-17,5.306e-18,62.4989,-720.81
BackDG0771,10.5445,-20.0621,1.004e-17,7.769e-18,3.785e-18,86.2717,-720.77
BackDG0772,10.1972,-20.5687,1.475e-17,1.260e-17,5.669e-18,50.6786,-720.67
BackDG0773,10.4949,-21.0759,1.595e-17,1.196e-17,5.781e-18,77.1387,-720.75
BackDG0774,10.7790,-20.6227,1.494e-17,1.261e-17,5.993e-18,51.1682,-720.56
BackDG0775,11.1148,-20.3781,1.060e-17,8.013e-18,4.428e-18,54.322,-720.57
BackDG0776,10.4979,-20.3674,9.711e-18,7.935e-18,3.842e-18,110.4244,-720.55
BackDG0777,10.6431,-20.4483,1.630e-17,1.357e-17,6.302e-18,60.0406,-720.52
BackDG0778,10.6791,-20.8392,1.465e-17,1.179e-17,5.714e-18,45.4601,-720.77
BackDG0779,10.4223,-20.5499,1.459e-17,1.176e-17,5.283e-18,51.5182,-720.73
BackDG0780,10.2559,-20.1068,1.421e-17,1.137e-17,4.993e-18,52.845,-720.78
BackDG0781,10.1257,-20.0698,1.706e-17,1.324e-17,5.942e-18,59.4304,-720.49
BackDG0782,10.6200,-19.9519,1.070e-17,9.489e-18,4.077e-18,67.0345,-720.59
BackDG0783,10.5771,-20.8010,8.792e-18,7.570e-18,3.444e-18,75.8346,-720.36
BackDG0784,11.0644,-20.3374,2.135e-17,1.721e-17,7.924e-18,53.3227,-720.64
BackDG0785,10.3126,-20.5423,9.488e-18,8.190e-18,3.648e-18,112.0593,-720.54
BackDG0786,10.5746,-20.4436,1.161e-17,8.302e-18,4.135e-18,123.4315,-720.78
BackDG0787,10.0245,-20.2907,1.569e-17,1.188e-17,5.822e-18,62.9105,-720.54
BackDG0788,10.7570,-20.5000,1.488e-17,1.284e-17,5.554e-18,51.6621,-720.72
BackDG0789,10.9991,-20.0752,1.677e-17,1.211e-17,6.132e-18,56.9723,-720.91
BackDG0790,10.0405,-20.8551,1.406e-17,1.287e-17,4.863e-18,52.1887,-720.67
BackDG0791,10.8457,-20.8927,1.460e-17,1.064e-17,5.173e-18,45.9155,-720.82
BackDG0792,10.7905,-20.8197,1.581e-17,1.258e-17,5.663e-18,57.8827,-720.89
BackDG0793,10.4152,-20.3233,1.327e-17,1.197e-17,5.183e-18,50.9322,-720.5
BackDG0794,10.0905,-20.0564,1.478e-17,1.236e-17,5.553e-18,47.3755,-720.8
BackDG0795,10.6645,-20.5934,1.024e-17,8.289e-18,3.773e-18,80.705,-720.84
BackDG0796,10.3364,-20.2752,1.047e-17,9.270e-18,3.897e-18,53.5889,-720.81
BackDG0797,10.1579,-20.6757,2.026e-17,1.664e-17,7.486e-18,60.4341,-720.51
BackDG0798,10.1477,-20.4841,1.532e-17,1.278e-17,5.884e-18,64.7384,-720.73
BackDG0799,10.8861,-20.2454,2.146e-17,1.665e-17,6.560e-18,57.7168,-720.59
BackDG0800,10.2507,-19.9477,1.342e-17,1.195e-17,5.337e-18,47.6851,-720.54
BackDG0801,10.3730,-20.8584,2.088e-17,1.699e-17,6.381e-18,60.1439,-720.43
BackDG0802,10.7204,-21.0622,1.624e-17,1.355e-17,6.133e-18,63.7891,-720.68
BackDG0831,-9.2557,-4.2879,9.974e-18,8.094e-18,3.457e-18,65.0151,-823.49
BackDG0863,-35.3869,-27.0495,1.216e-17,1.080e-17,5.031e-18,98.6961,-645.43
BackDG0864,-35.5058,-26.9912,1.756e-17,1.489e-17,6.615e-18,62.6106,-645.22
BackDG0865,-35.3292,-27.0337,1.634e-17,1.361e-17,6.033e-18,61.408,-645.35
BackDG0866,-35.4356,-27.0150,1.734e-17,1.547e-17,7.219e-18,46.7231,-645.46
BackDG0867,-35.2596,-27.1478,1.866e-17,1.414e-17,6.945e-18,70.1595,-645.43
BackDG0868,-35.5803,-27.0048,1.614e-17,1.338e-17,6.225e-18,63.9787,-645.12
BackDG0959,24.8250,8.5105,5.363e-17,4.246e-17,1.318e-17,94.857,-658.08
BackDG0960,24.6734,8.3442,1.746e-17,1.482e-17,6.716e-18,58.1677,-658.25
BackDG0961,24.9031,8.6278,2.083e-17,1.571e-17,7.502e-18,66.7024,-658.17
BackDG0962,24.7617,8.4990,1.350e-17,1.123e-17,5.247e-18,61.2355,-658.42
BackDG0963,24.9551,8.6488,2.129e-17,1.728e-17,7.430e-18,64.6569,-657.83
BackDG0964,24.8570,8.3177,2.471e-17,2.113e-17,8.753e-18,60.5059,-657.97
BackDG0965,24.8054,8.7453,1.757e-17,1.420e-17,6.152e-18,53.1645,-658.11
BackDG0966,24.8522,8.6201,1.782e-17,1.456e-17,6.960e-18,54.1189,-657.81
BackDG0967,24.8316,8.6309,1.839e-17,1.553e-17,7.660e-18,63.0141,-658.04
BackDG0968,24.8704,8.7644,2.025e-17,1.622e-17,6.871e-18,60.6328,-658.04
BackDG1056,-13.8511,-18.8592,9.678e-18,8.998e-18,3.823e-18,63.7793,-826.55
BackDG1067,7.2923,6.3995,3.636e-17,2.561e-17,9.588e-18,109.6614,-857.81
BackDG1068,7.2615,6.4598,1.225e-17,9.701e-18,4.495e-18,39.8357,-857.56
BackDG1069,7.4326,6.4246,1.759e-17,1.505e-17,6.180e-18,47.7794,-857.53
BackDG1070,7.2550,6.3396,1.298e-17,1.045e-17,4.804e-18,53.9566,-857.68
BackDG1071,7.3246,6.3573,1.285e-17,1.057e-17,4.666e-18,51.3909,-858.0
BackDG1072,7.3581,6.4197,1.246e-17,9.839e-18,4.576e-18,48.3787,-857.57
BackDG1073,7.3658,6.5205,9.054e-18,7.842e-18,3.353e-18,47.8753,-858.12
BackDG1074,7.1941,6.3177,1.162e-17,9.600e-18,4.275e-18,42.9473,-857.86
BackDG1075,7.1361,6.3968,1.536e-17,1.540e-17,5.852e-18,43.045,-857.81
BackDG1076,7.2568,6.4219,1.402e-17,1.210e-17,5.102e-18,54.4797,-857.63
BackDG1077,7.4168,6.3553,1.113e-17,9.379e-18,4.585e-18,47.2289,-858.1
BackDG1194,-40.4671,27.7045,6.783e-18,5.722e-18,2.735e-18,87.4116,-930.16
BackDG1195,-40.6150,27.8060,1.016e-17,8.066e-18,3.698e-18,39.5976,-929.99
BackDG1196,-40.4699,27.7333,1.014e-17,8.215e-18,3.767e-18,38.2901,-929.99
BackDG1197,-40.2874,27.6563,9.362e-18,8.150e-18,3.607e-18,42.5096,-929.98
BackDG1198,-40.4420,27.6704,1.421e-17,1.126e-17,4.736e-18,49.5067,-929.92
BackDG1199,-40.4658,27.5703,9.321e-18,8.320e-18,3.866e-18,40.0578,-930.01
BackDG1200,-40.3842,27.7965,1.373e-17,1.175e-17,4.766e-18,40.491,-929.88
BackDG1208,15.8167,13.0290,7.033e-18,6.423e-18,2.772e-18,48.157,-868.89
BackDG1218,-30.7163,12.2564,1.142e-17,1.017e-17,4.203e-18,94.0958,-683.24
BackDG1219,-30.6616,12.2933,1.517e-17,1.372e-17,5.702e-18,51.8032,-683.0
BackDG1220,-30.8441,12.3486,1.660e-17,1.400e-17,6.024e-18,50.2107,-683.35
BackDG1221,-30.6758,12.1351,1.263e-17,9.882e-18,4.230e-18,74.0061,-683.21
BackDG1222,-30.7487,12.2017,1.628e-17,1.297e-17,6.184e-18,54.0953,-683.11
BackDG1244,-25.8444,-26.3232,4.904e-17,3.385e-17,1.180e-17,156.0529,-698.48
BackDG1245,-26.0947,-26.8575,1.652e-17,1.324e-17,6.186e-18,57.4987,-698.36
BackDG1246,-26.0311,-26.2073,1.683e-17,1.257e-17,5.794e-18,52.6692,-698.43
BackDG1247,-26.2474,-26.6440,1.077e-17,9.000e-18,4.105e-18,84.563,-698.28
BackDG1248,-26.2335,-26.9876,1.720e-17,1.362e-17,5.297e-18,45.9937,-698.01
BackDG1249,-26.2735,-26.0268,1.572e-17,1.315e-17,6.922e-18,67.586,-698.29
BackDG1250,-26.0242,-27.0722,1.644e-17,1.333e-17,6.361e-18,57.2977,-698.33
BackDG1251,-26.3941,-26.7024,1.126e-17,9.316e-18,3.414e-18,73.0291,-698.42
BackDG1252,-26.0463,-26.2005,1.817e-17,1.377e-17,6.806e-18,68.9635,-698.23
BackDG1253,-26.3453,-26.7052,1.135e-17,8.483e-18,4.295e-18,75.0963,-698.54
BackDG1254,-25.8525,-26.2498,1.051e-17,9.411e-18,4.368e-18,65.0197,-698.32
BackDG1255,-26.4177,-26.5173,1.091e-17,8.571e-18,3.711e-18,68.5204,-698.44
BackDG1256,-26.0384,-25.8397,1.115e-17,9.357e-18,4.647e-18,62.6669,-698.38
BackDG1257,-26.2686,-26.8277,1.602e-17,1.391e-17,6.561e-18,66.3401,-698.21
BackDG1258,-25.9559,-26.9228,1.551e-17,1.284e-17,6.179e-18,55.6139,-698.42
BackDG1259,-26.1885,-26.7179,1.617e-17,1.277e-17,5.802e-18,52.7819,-698.07
BackDG1260,-25.5440,-25.9969,1.353e-17,1.366e-17,5.870e-18,55.3071,-698.33
BackDG1261,-26.1561,-26.3462,1.087e-17,8.670e-18,3.699e-18,68.5893,-698.17
BackDG1262,-26.0314,-26.4395,1.090e-17,8.314e-18,4.179e-18,106.4718,-698.34
BackDG1263,-25.2860,-26.1855,1.564e-17,1.341e-17,5.726e-18,45.777,-698.42
BackDG1264,-26.0069,-26.6016,1.268e-17,9.280e-18,4.282e-18,111.2349,-698.1
BackDG1265,-25.7875,-26.4823,1.622e-17,1.358e-17,6.073e-18,66.2087,-698.3
BackDG1266,-25.6583,-26.3998,1.045e-17,9.019e-18,3.921e-18,119.1362,-698.45
BackDG1267,-26.3527,-26.7047,1.772e-17,1.489e-17,6.471e-18,66.0785,-698.32
BackDG1268,-25.9775,-26.1014,1.131e-17,8.846e-18,3.945e-18,72.1572,-698.43
BackDG1269,-25.3989,-25.9987,1.227e-17,8.563e-18,4.542e-18,65.776,-698.09
BackDG1348,-28.4163,-11.5898,2.787e-15,1.987e-15,6.862e-16,1020.4384,-90.54
BackDG1349,-25.7981,-14.1029,7.398e-16,6.159e-16,2.454e-16,698.1332,-90.72
BackDG1350,-29.6682,-14.2570,1.005e-15,8.933e-16,3.810e-16,528.1227,-90.53
BackDG1351,-28.5429,-14.1351,1.179e-15,8.499e-16,3.707e-16,577.6738,-90.82
BackDG1352,-27.6932,-15.1839,8.440e-16,7.629e-16,2.994e-16,547.7007,-90.87
BackDG1353,-27.0195,-16.2189,1.341e-15,1.036e-15,4.099e-16,514.8926,-90.69
BackDG1354,-32.8039,-11.1585,1.409e-15,9.407e-16,3.898e-16,444.6629,-90.36
BackDG1355,-29.6537,-9.4537,1.086e-15,8.587e-16,3.462e-16,490.7898,-90.27
BackDG1356,-29.2504,-8.3911,8.741e-16,7.229e-16,3.199e-16,487.4187,-90.2
BackDG1357,-33.8099,-11.9586,6.592e-16,5.605e-16,2.549e-16,719.1283,-90.44
BackDG1358,-31.3818,-10.8764,9.586e-16,7.920e-16,3.438e-16,474.9119,-90.07
BackDG1359,-34.1170,-13.0684,1.047e-15,9.659e-16,4.002e-16,489.6422,-90.69
BackDG1360,-24.8951,-11.1034,6.451e-16,5.375e-16,2.494e-16,411.4307,-90.89
BackDG1361,-29.9451,-10.1771,1.201e-15,9.133e-16,4.096e-16,524.2483,-90.8
BackDG1362,-27.9321,-10.0889,9.459e-16,7.087e-16,3.621e-16,509.2673,-90.26
BackDG1363,-30.4666,-11.3359,6.065e-16,4.653e-16,2.047e-16,639.835,-90.37
BackDG1364,-31.2941,-15.5403,1.070e-15,8.901e-16,4.229e-16,544.8586,-90.85
BackDG1365,-23.9821,-10.4378,9.953e-16,8.195e-16,3.367e-16,635.502,-90.79
BackDG1366,-32.4970,-8.5115,1.454e-15,1.059e-15,4.135e-16,588.5217,-90.21
BackDG1367,-29.0216,-8.7419,1.255e-15,1.023e-15,3.962e-16,651.8682,-90.65
BackDG1368,-26.3291,-7.4157,1.145e-15,9.496e-16,3.853e-16,487.7577,-90.68
BackDG1369,-27.5046,-11.6763,1.180e-15,1.032e-15,3.887e-16,423.8977,-90.66
BackDG1370,-25.2912,-12.0769,8.038e-16,7.091e-16,2.894e-16,880.6492,-90.62
BackDG1371,-30.6276,-12.1013,6.790e-16,5.168e-16,2.104e-16,631.4661,-90.41
BackDG1372,-28.6373,-12.4023,1.220e-15,9.702e-16,4.473e-16,533.7139,-90.18
BackDG1373,-24.5146,-7.4388,1.179e-15,9.157e-16,4.283e-16,602.1852,-90.7
BackDG1450,36.9307,-43.4246,8.310e-18,7.599e-18,3.334e-18,53.4222,-816.91
BackDG1454,-19.9838,23.6179,4.435e-16,3.103e-16,1.110e-16,597.6403,-153.8
BackDG1455,-19.7337,24.0726,1.609e-16,1.271e-16,5.521e-17,220.4808,-154.17
BackDG1456,-19.4172,22.8804,1.185e-16,8.958e-17,3.955e-17,325.2964,-153.62
BackDG1457,-20.1384,23.5790,1.645e-16,1.373e-16,5.806e-17,186.6226,-154.11
BackDG1458,-19.2148,22.9267,1.868e-16,1.450e-16,6.320e-17,227.1231,-153.71
BackDG1459,-21.1333,24.4531,1.696e-16,1.333e-16,5.793e-17,152.1524,-154.09
