Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
RightDG0819,-21.5046,11.7939,1.564e-17,1.246e-17,4.993e-18,48.8537,-734.24
RightDG0847,-5.4317,2.6646,6.285e-18,5.649e-18,2.671e-18,85.6924,-902.86
RightDG0848,-5.4382,2.6937,9.870e-18,8.298e-18,3.777e-18,39.6186,-902.89
RightDG0849,-5.5060,2.5875,1.007e-17,8.937e-18,4.121e-18,56.1802,-902.93
RightDG0850,-5.4341,2.6779,9.869e-18,8.312e-18,3.825e-18,46.6446,-902.86
RightDG0851,-5.3893,2.6602,1.098e-17,8.707e-18,4.230e-18,53.1538,-902.71
RightDG0852,-5.4510,2.7628,1.045e-17,8.793e-18,4.299e-18,53.0375,-903.0
RightDG0853,-5.5448,2.6619,1.016e-17,8.697e-18,3.453e-18,38.3676,-903.05
RightDG0854,-14.1943,2.7287,4.540e-17,4.042e-17,1.655e-17,196.6906,-315.26
RightDG0855,-14.2562,2.6317,7.048e-17,5.582e-17,2.308e-17,108.7001,-314.97
RightDG0856,-14.1901,2.6851,6.287e-17,5.654e-17,2.396e-17,128.7244,-315.24
RightDG0857,-14.2992,2.7566,6.884e-17,5.626e-17,2.138e-17,116.6897,-315.31
RightDG0858,-14.0704,2.6259,6.314e-17,5.348e-17,2.348e-17,106.3988,-315.13
RightDG0859,-7.0749,21.4945,7.266e-18,6.704e-18,2.981e-18,55.6798,-847.92
RightDG0860,-7.0626,21.3913,7.932e-18,6.354e-18,3.021e-18,49.6468,-847.92
RightDG0861,-7.0144,21.3966,1.277e-17,9.925e-18,4.522e-18,67.0822,-847.9
RightDG0862,-6.9397,21.4590,1.179e-17,9.918e-18,4.466e-18,47.9877,-847.83
RightDG0870,-20.4366,-39.6219,5.394e-17,3.866e-17,1.285e-17,113.938,-633.04
RightDG0871,-20.6819,-39.9453,1.268e-17,1.212e-17,5.039e-18,71.1189,-633.08
RightDG0872,-20.7118,-39.9044,1.450e-17,1.223e-17,5.345e-18,116.787,-632.99
RightDG0873,-20.3511,-39.6219,2.001e-17,1.731e-17,7.847e-18,65.684,-633.0
RightDG0874,-19.9992,-39.3749,2.124e-17,1.600e-17,7.944e-18,74.2544,-633.26
RightDG0875,-20.4587,-39.6957,2.004e-17,1.728e-17,6.952e-18,82.2307,-633.26
RightDG0876,-20.3185,-39.0099,1.768e-17,1.550e-17,6.554e-18,52.2503,-632.96
RightDG0877,-20.5255,-40.2168,2.278e-17,1.661e-17,7.515e-18,68.0823,-633.12
RightDG0878,-20.7270,-39.2387,2.043e-17,1.592e-17,7.763e-18,71.1341,-632.91
RightDG0879,-20.3284,-39.8577,1.426e-17,1.208e-17,5.295e-18,71.9415,-633.09
RightDG0880,-20.4916,-39.0653,1.870e-17,1.446e-17,6.871e-18,59.7935,-633.09
RightDG0881,-20.7862,-39.7755,1.825e-17,1.547e-17,6.982e-18,53.3616,-633.36
RightDG0882,-19.9106,-39.6185,1.826e-17,1.495e-17,6.743e-18,62.7889,-633.21
RightDG0883,-20.4060,-40.1739,1.866e-17,1.693e-17,7.422e-18,60.9277,-632.93
RightDG0884,-20.0124,-40.0161,1.945e-17,1.479e-17,7.280e-18,72.654,-633.12
RightDG0885,-20.3786,-39.7750,1.890e-17,1.400e-17,6.763e-18,62.1224,-633.08
RightDG0886,-20.7180,-39.6724,2.021e-17,1.696e-17,7.140e-18,70.301,-633.15
RightDG0887,29.7538,-7.2244,1.178e-17,1.100e-17,4.940e-18,45.955,-775.39
RightDG0888,29.7395,-7.2076,1.195e-17,1.128e-17,4.810e-18,53.7661,-775.22
RightDG0889,29.7789,-7.1452,1.258e-17,1.007e-17,4.335e-18,41.7062,-775.08
RightDG0890,29.8842,-7.2492,1.238e-17,1.082e-17,5.064e-18,63.613,-775.2
RightDG0894,24.2921,25.7723,2.850e-17,2.077e-17,7.242e-18,156.1245,-894.69
RightDG0895,23.5954,25.8210,9.093e-18,7.424e-18,3.471e-18,40.2372,-894.93
RightDG0896,23.9212,26.1187,6.406e-18,5.253e-18,2.827e-18,60.4898,-894.99
RightDG0897,24.1915,26.1260,7.792e-18,6.461e-18,3.282e-18,78.1263,-894.99
RightDG0898,24.9617,25.7648,6.535e-18,6.344e-18,2.565e-18,43.8886,-894.71
RightDG0899,24.1196,25.4272,9.343e-18,8.246e-18,3.651e-18,36.3379,-894.86
RightDG0900,23.8401,25.8111,1.117e-17,8.429e-18,4.484e-18,44.8466,-895.06
RightDG0901,24.3568,26.4245,9.958e-18,8.300e-18,3.383e-18,41.5093,-894.89
RightDG0902,24.6352,25.8039,6.742e-18,6.147e-18,2.806e-18,44.411,-895.3
RightDG0903,23.8076,25.6954,7.169e-18,5.723e-18,2.574e-18,65.7745,-894.77
RightDG0904,24.9756,25.7222,9.923e-18,7.635e-18,3.718e-18,41.7792,-894.98
RightDG0905,24.1916,25.4853,1.344e-17,1.088e-17,4.491e-18,44.4363,-894.73
RightDG0906,24.8827,26.0053,9.648e-18,7.858e-18,3.360e-18,40.7662,-895.28
RightDG0907,23.7792,25.5395,6.851e-18,5.628e-18,2.864e-18,71.5311,-894.73
RightDG0908,24.8259,25.5805,9.057e-18,7.859e-18,3.654e-18,44.21,-894.89
RightDG0909,24.2234,26.1112,9.984e-18,8.322e-18,3.660e-18,38.0873,-894.87
RightDG0910,24.5728,25.4792,1.099e-17,8.434e-18,3.929e-18,46.5146,-895.05
RightDG0911,24.6165,25.9626,6.848e-18,5.634e-18,2.327e-18,91.3072,-894.97
RightDG0912,24.5372,26.3779,1.058e-17,8.868e-18,3.765e-18,48.5972,-894.97
RightDG0913,23.7720,25.5501,6.733e-18,5.921e-18,2.490e-18,65.6211,-895.19
RightDG0914,24.1313,26.1041,6.908e-18,6.538e-18,3.147e-18,78.5221,-895.09
RightDG0915,24.5408,25.8479,6.492e-18,5.188e-18,2.610e-18,88.5084,-895.01
RightDG0916,24.6084,25.9902,1.082e-17,9.034e-18,3.803e-18,39.2628,-894.91
RightDG0917,24.1921,26.2527,9.983e-18,8.303e-18,3.533e-18,41.2032,-895.18
RightDG0918,24.0563,25.9689,1.115e-17,8.946e-18,4.012e-18,46.1707,-895.14
RightDG0919,24.5516,25.6760,6.768e-18,5.928e-18,2.430e-18,59.1036,-894.86
RightDG0920,24.6043,25.4810,9.616e-18,8.608e-18,3.685e-18,36.3972,-894.85
RightDG0921,24.5561,26.0508,9.221e-18,8.612e-18,3.825e-18,45.6918,-894.85
RightDG0922,23.4099,25.7762,1.472e-17,1.062e-17,4.756e-18,35.1818,-894.67
RightDG0923,24.1417,25.7657,9.822e-18,7.287e-18,3.469e-18,45.0596,-894.99
RightDG0924,23.7586,25.3235,9.546e-18,7.840e-18,3.287e-18,40.1314,-895.25
RightDG0925,24.5912,26.3914,7.228e-18,6.317e-18,2.742e-18,48.4932,-895.14
RightDG0926,24.4429,25.7625,7.938e-18,5.860e-18,2.714e-18,74.2321,-895.17
RightDG0927,24.3420,25.8974,6.554e-18,5.202e-18,2.404e-18,76.7621,-894.8
RightDG0928,24.7114,25.2837,1.141e-17,8.074e-18,4.371e-18,48.0161,-895.11
RightDG0929,24.7097,26.0506,1.057e-17,9.411e-18,4.026e-18,42.2,-895.09
RightDG0930,24.7360,25.6858,1.020e-17,7.859e-18,3.663e-18,42.0376,-895.18
RightDG0931,23.6192,25.4860,1.117e-17,7.866e-18,3.866e-18,53.9744,-895.38
RightDG0932,24.8250,25.8473,1.079e-17,8.997e-18,4.505e-18,46.4929,-895.19
RightDG0933,23.9754,26.2511,9.593e-18,7.930e-18,3.661e-18,41.3961,-894.98
RightDG0934,23.6683,25.9389,8.477e-18,8.351e-18,3.985e-18,41.1568,-895.09
RightDG0935,23.9686,25.6116,6.038e-18,5.675e-18,2.636e-18,77.5816,-895.03
RightDG0936,24.5046,25.6703,9.188e-18,7.510e-18,3.333e-18,42.5886,-895.08
RightDG0937,23.9834,26.1036,9.655e-18,8.579e-18,3.962e-18,43.264,-895.08
RightDG0938,24.6915,25.6861,1.114e-17,8.454e-18,4.431e-18,45.847,-895.0
RightDG0939,24.5484,25.8074,8.034e-18,6.659e-18,2.934e-18,80.9114,-894.89
RightDG0969,15.7385,18.4095,8.904e-18,6.938e-18,3.147e-18,60.6114,-848.38
RightDG0970,-19.9889,15.4828,4.493e-17,3.028e-17,1.143e-17,110.0005,-742.98
RightDG0971,-19.7036,15.2968,1.612e-17,1.219e-17,5.785e-18,59.3792,-743.06
RightDG0972,-20.1750,15.7311,1.039e-17,7.508e-18,3.761e-18,75.3647,-742.68
RightDG0973,-19.8681,15.0211,1.592e-17,1.301e-17,6.294e-18,68.0536,-743.05
RightDG0974,-20.0038,15.6866,1.231e-17,9.649e-18,4.365e-18,86.4582,-743.22
RightDG0975,-20.0260,15.3315,1.415e-17,1.251e-17,5.892e-18,53.5535,-743.28
RightDG0976,-20.0888,15.3582,1.490e-17,1.137e-17,5.602e-18,51.2442,-742.83
RightDG0977,-20.4055,15.4108,1.418e-17,1.134e-17,5.318e-18,47.3118,-743.06
RightDG0978,-20.0890,15.4652,1.021e-17,8.885e-18,4.018e-18,121.3479,-742.89
RightDG0979,-19.7704,15.8512,1.618e-17,1.344e-17,6.647e-18,60.8798,-743.07
RightDG0980,-19.8671,15.8809,1.366e-17,1.152e-17,5.325e-18,50.7836,-742.77
RightDG0981,-20.1624,15.4888,1.073e-17,8.493e-18,3.965e-18,59.6789,-742.86
RightDG0982,-20.2963,15.6118,1.624e-17,1.307e-17,5.728e-18,63.5882,-742.92
RightDG0983,-20.0575,15.5633,1.602e-17,1.286e-17,6.619e-18,60.4082,-742.75
RightDG0984,-19.6990,15.7650,1.688e-17,1.307e-17,5.587e-18,58.528,-743.14
RightDG0985,-20.0018,15.5113,1.042e-17,7.791e-18,4.265e-18,77.9029,-743.08
RightDG0986,-19.8880,15.3776,1.528e-17,1.334e-17,5.808e-18,59.1054,-742.83
RightDG0987,-20.1658,15.2938,2.195e-17,1.870e-17,6.905e-18,63.8088,-742.99
RightDG0988,-19.7726,15.7666,1.404e-17,1.274e-17,5.319e-18,50.4397,-743.17
RightDG0989,-20.0806,15.4654,1.168e-17,1.039e-17,4.083e-18,101.8234,-743.11
RightDG0990,-19.9234,15.1227,1.055e-17,7.678e-18,3.457e-18,59.3212,-742.97
RightDG1052,-23.5878,5.5777,6.773e-18,6.101e-18,2.602e-18,49.1523,-967.02
RightDG1089,-4.2708,37.2654,1.063e-17,9.555e-18,4.734e-18,47.3646,-873.59
RightDG1090,-4.3171,37.2619,9.380e-18,8.737e-18,3.734e-18,44.6049,-873.81
RightDG1094,-37.0264,31.9611,8.169e-18,6.425e-18,3.086e-18,57.3261,-868.75
RightDG1171,-3.4022,-35.7122,8.047e-17,6.343e-17,2.723e-17,125.3846,-286.74
RightDG1172,-3.2477,-35.5883,8.276e-17,6.702e-17,3.038e-17,143.5612,-287.0
RightDG1173,-3.1297,-35.9020,1.117e-16,7.817e-17,3.423e-17,144.5814,-286.82
RightDG1174,-3.2398,-36.0321,7.582e-17,6.989e-17,2.806e-17,136.1268,-287.07
RightDG1270,-16.3326,20.8908,1.152e-17,9.298e-18,4.285e-18,86.8897,-724.94
RightDG1271,-16.4254,20.7766,1.423e-17,1.078e-17,5.185e-18,46.9565,-725.01
RightDG1272,-16.3698,21.0367,1.421e-17,1.275e-17,5.505e-18,64.7722,-725.2
RightDG1273,-16.3791,20.9496,1.600e-17,1.280e-17,5.903e-18,59.5926,-724.95
RightDG1274,-16.4685,20.8109,1.325e-17,1.137e-17,5.475e-18,50.3671,-725.09
RightDG1275,-16.2324,20.8468,1.477e-17,1.094e-17,5.591e-18,51.5423,-724.96
RightDG1276,-25.6509,-27.5350,4.593e-17,3.769e-17,1.123e-17,110.5662,-674.89
RightDG1277,-25.5459,-27.3330,1.861e-17,1.583e-17,6.818e-18,50.8193,-674.6
RightDG1278,-25.6426,-27.7773,2.539e-17,2.007e-17,8.495e-18,64.4397,-674.51
RightDG1279,-25.4423,-27.2414,1.825e-17,1.438e-17,7.127e-18,65.1324,-674.79
RightDG1280,-25.5462,-27.4156,1.643e-17,1.373e-17,5.797e-18,51.3579,-674.65
RightDG1281,-25.6450,-27.6510,1.783e-17,1.437e-17,6.706e-18,67.5007,-674.7
RightDG1282,-25.3914,-27.5752,1.695e-17,1.355e-17,5.496e-18,56.1259,-674.64
RightDG1283,-26.0475,-27.4783,1.673e-17,1.443e-17,6.032e-18,54.5395,-674.41
RightDG1284,-25.5386,-27.4356,1.150e-17,9.372e-18,4.169e-18,65.483,-674.76
RightDG1285,-25.4554,-27.2652,1.702e-17,1.250e-17,6.079e-18,52.3133,-674.66
RightDG1286,-25.6825,-27.5432,1.669e-17,1.327e-17,5.615e-18,59.5857,-674.84
RightDG1287,-25.5855,-27.2215,1.694e-17,1.520e-17,6.406e-18,63.373,-674.76
RightDG1288,-25.5425,-27.3389,1.923e-17,1.458e-17,6.451e-18,60.4735,-674.62
RightDG1289,-25.7875,-27.5338,1.629e-17,1.367e-17,5.895e-18,52.7771,-674.85
RightDG1290,-26.0986,-27.5970,1.737e-17,1.376e-17,6.437e-18,72.1947,-674.81
RightDG1291,-25.5857,-27.8132,1.822e-17,1.582e-17,6.935e-18,67.421,-674.91
RightDG1292,-12.5791,6.8666,2.813e-17,2.225e-17,8.188e-18,82.1383,-898.45
RightDG1293,-12.3894,6.8208,1.115e-17,8.725e-18,4.396e-18,46.3761,-898.59
RightDG1294,-12.5819,6.9989,8.005e-18,6.521e-18,2.639e-18,82.2819,-898.36
RightDG1295,-12.7795,6.7165,1.483e-17,1.267e-17,4.555e-18,46.7146,-898.75
RightDG1296,-12.7781,6.8847,8.959e-18,7.655e-18,3.961e-18,41.4101,-898.41
RightDG1297,-12.6539,7.0207,1.118e-17,8.965e-18,4.311e-18,49.2524,-898.56
RightDG1298,-12.3938,6.8833,1.096e-17,8.612e-18,4.161e-18,47.1394,-898.52
RightDG1299,-12.5701,7.0301,1.000e-17,8.728e-18,3.917e-18,54.1915,-898.81
RightDG1300,-12.7693,6.8731,6.872e-18,6.453e-18,2.669e-18,41.4773,-898.41
RightDG1301,-12.5292,6.7439,6.864e-18,5.501e-18,2.678e-18,51.5581,-898.58
RightDG1302,-12.4819,6.8590,1.045e-17,9.529e-18,4.334e-18,51.6266,-898.4
RightDG1303,-12.4185,6.7690,1.454e-17,1.221e-17,4.713e-18,45.4342,-898.65
RightDG1304,-12.5727,6.7441,1.088e-17,9.662e-18,4.281e-18,52.339,-898.62
RightDG1305,-12.6763,7.0110,9.388e-18,9.231e-18,3.804e-18,51.8034,-898.39
RightDG1306,-12.3987,6.7085,1.018e-17,8.225e-18,3.568e-18,45.6825,-898.61
