Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
FrontS027767,13.9553,4.6723,3.486e-14,2.602e-14,1.010e-14,0.001,-119.19,0
FrontS027769,13.9470,4.6394,1.416e-18,1.192e-18,6.267e-19,-0.0,-120.04,0
FrontS027770,13.9510,4.6431,2.191e-18,3.089e-18,4.389e-18,-0.0,-120.51,0
FrontS027773,13.9180,4.5915,2.041e-19,2.135e-19,1.662e-19,-0.0,-119.65,0
FrontS027774,13.9626,4.6542,1.339e-19,1.391e-19,1.102e-19,0.001,-119.2,0
FrontS027775,13.9614,4.6068,7.356e-19,6.752e-19,4.080e-19,0.0,-121.09,0
FrontS027776,13.9687,4.6214,1.304e-19,1.342e-19,1.048e-19,0.001,-121.05,0
FrontS027779,13.9467,4.6268,5.734e-14,4.224e-14,1.690e-14,0.001,-119.43,0
FrontS027782,13.9922,4.6303,1.094e-19,1.170e-19,9.728e-20,0.001,-119.99,0
FrontS027785,13.9839,4.6274,2.816e-19,2.741e-19,1.893e-19,0.0,-120.8,0
FrontS027787,13.9579,4.6540,7.157e-19,6.365e-19,3.748e-19,0.0,-119.62,0
FrontS027790,13.9525,4.6092,3.151e-14,2.201e-14,8.089e-15,0.001,-118.83,0
FrontS027791,13.9518,4.6675,1.546e-17,1.200e-17,5.112e-18,-0.001,-118.98,1
FrontS027792,13.9871,4.6634,7.982e-19,7.245e-19,4.213e-19,0.0,-119.52,0
FrontS027794,13.9685,4.6303,1.591e-18,1.337e-18,7.103e-19,-0.0,-118.63,0
FrontS027795,13.9710,4.6393,1.187e-20,1.452e-20,1.645e-20,0.0,-120.41,0
FrontS027796,13.9470,4.6482,1.114e-18,9.620e-19,5.069e-19,-0.001,-118.95,0
FrontS027797,13.9621,4.6125,7.738e-19,1.465e-18,4.003e-18,-0.0,-119.42,0
FrontS027798,13.9074,4.6489,1.205e-18,2.620e-18,9.339e-18,0.001,-119.35,0
FrontS027799,13.9828,4.6260,4.905e-14,3.554e-14,1.336e-14,-0.0,-119.53,0
FrontS027800,13.9767,4.6058,4.565e-19,4.384e-19,2.916e-19,-0.0,-120.73,0
FrontS027801,13.9665,4.6218,1.205e-19,1.242e-19,9.723e-20,-0.0,-118.52,0
FrontS027802,13.9852,4.6201,1.694e-19,1.827e-19,1.522e-19,0.0,-120.38,0
FrontS027804,13.9482,4.6566,1.992e-18,1.788e-18,9.978e-19,-0.0,-119.29,0
FrontS027805,13.9455,4.6375,9.338e-14,7.323e-14,3.259e-14,0.0,-120.0,1
FrontS027808,13.9520,4.6137,2.170e-20,2.606e-20,2.773e-20,-0.0,-119.42,0
FrontS027809,13.9605,4.6124,6.383e-20,7.045e-20,6.251e-20,0.0,-119.79,0
FrontS027810,13.9414,4.6347,2.936e-14,2.000e-14,6.934e-15,0.0,-120.94,0
FrontS027813,13.9123,4.6326,1.321e-18,1.124e-18,5.973e-19,-0.001,-120.83,0
FrontS027815,13.9747,4.6578,1.101e-20,1.345e-20,1.467e-20,-0.0,-120.22,0
FrontS027816,13.9527,4.6364,1.031e-19,1.152e-19,1.068e-19,-0.0,-121.08,0
FrontS027817,13.9534,4.6477,1.438e-20,1.800e-20,2.019e-20,0.001,-120.21,0
FrontS027819,13.9350,4.6581,7.558e-20,8.525e-20,7.580e-20,0.001,-120.3,0
FrontS027820,13.9461,4.6139,3.468e-19,3.348e-19,2.321e-19,-0.0,-119.42,0
FrontS027822,13.9697,4.6317,1.150e-18,1.821e-18,3.480e-18,0.0,-119.03,0
FrontS027823,13.9421,4.6268,6.028e-18,1.604e-17,8.991e-17,0.001,-118.99,0
FrontS027826,13.9756,4.6216,2.498e-19,2.483e-19,1.751e-19,0.001,-119.63,0
FrontS027827,13.9373,4.6648,5.128e-19,5.022e-19,3.523e-19,0.0,-118.68,0
FrontS027828,13.9137,4.6584,1.593e-18,2.445e-18,4.175e-18,-0.0,-119.62,0
FrontS027836,13.9486,4.6030,3.022e-19,2.997e-19,2.163e-19,-0.0,-120.25,0
FrontS027837,13.9532,4.6319,2.728e-18,2.344e-18,1.224e-18,0.001,-120.06,0
FrontS027838,13.9543,4.6262,6.160e-19,6.191e-19,4.548e-19,0.0,-120.6,0
FrontS027840,13.9494,4.6357,7.578e-20,8.449e-20,7.226e-20,-0.0,-118.92,0
FrontS027841,13.9381,4.6556,4.280e-19,4.161e-19,2.775e-19,-0.001,-120.88,0
FrontS027843,13.9196,4.6477,1.471e-19,1.500e-19,1.163e-19,-0.0,-118.84,0
FrontS027845,13.9258,4.6218,5.221e-19,7.481e-19,1.119e-18,0.001,-118.77,0
FrontS027847,13.9604,4.6622,6.446e-19,9.858e-19,1.718e-18,-0.0,-120.2,0
FrontS027852,13.9366,4.6357,3.106e-18,6.422e-18,2.001e-17,0.0,-120.06,0
FrontS027853,13.9577,4.6536,5.411e-19,5.601e-19,4.409e-19,-0.0,-119.27,0
FrontS027855,13.9275,4.6100,9.363e-19,1.958e-18,6.398e-18,-0.0,-120.15,0
FrontS027856,13.9583,4.6248,4.997e-14,3.614e-14,1.411e-14,0.0,-120.64,0
FrontS027857,13.9269,4.6248,4.738e-20,5.416e-20,5.043e-20,-0.0,-120.39,0
FrontS027860,13.9320,4.6360,6.797e-14,5.128e-14,2.063e-14,-0.0,-119.75,0
FrontS027861,13.9570,4.6523,1.682e-19,1.827e-19,1.524e-19,-0.001,-120.42,0
FrontS027863,13.9623,4.6297,4.434e-18,3.536e-18,1.585e-18,-0.001,-120.06,0
FrontS027864,13.9386,4.6595,1.977e-19,1.941e-19,1.402e-19,-0.0,-118.64,0
FrontS027866,13.9247,4.6650,2.785e-20,3.331e-20,3.488e-20,0.0,-119.5,0
FrontS027867,13.9858,4.6496,5.534e-19,5.302e-19,3.498e-19,0.001,-120.37,0
FrontS027872,13.9380,4.6224,3.672e-20,4.355e-20,4.410e-20,-0.0,-120.55,0
FrontS027875,13.9673,4.6016,3.190e-18,7.918e-18,3.735e-17,0.0,-119.86,0
FrontS027876,13.9682,4.6299,1.450e-20,1.822e-20,2.141e-20,0.0,-119.0,0
FrontS027878,13.9595,4.6388,5.267e-20,5.845e-20,5.242e-20,0.0,-119.41,0
FrontS027879,13.9181,4.6105,3.802e-18,3.273e-18,1.747e-18,0.0,-121.22,0
FrontS027881,13.9425,4.6642,1.309e-20,1.636e-20,1.883e-20,-0.0,-118.67,0
FrontS027882,13.9750,4.6499,2.202e-18,3.351e-18,5.789e-18,-0.0,-120.69,0
FrontS027883,13.9316,4.6801,1.210e-20,1.583e-20,1.913e-20,-0.0,-120.02,0
FrontS027884,13.9212,4.6398,3.507e-20,4.060e-20,4.106e-20,0.001,-120.04,0
FrontS027888,13.9822,4.6309,1.578e-18,1.393e-18,7.813e-19,0.0,-119.34,0
FrontS027889,13.9294,4.6513,3.460e-18,2.848e-18,1.443e-18,0.0,-119.85,0
FrontS027895,13.9739,4.6295,1.271e-18,2.371e-18,5.957e-18,-0.001,-120.19,0
FrontS027896,13.9739,4.6185,4.772e-19,4.597e-19,3.125e-19,0.0,-119.11,0
FrontS027897,13.9870,4.6045,1.440e-18,2.225e-18,3.800e-18,-0.0,-120.02,0
FrontS027898,13.9318,4.6520,1.812e-18,1.522e-18,7.761e-19,-0.0,-118.85,0
FrontS027900,13.9491,4.6351,9.328e-19,1.884e-18,6.035e-18,0.001,-118.86,0
FrontS027903,13.9680,4.6566,1.963e-14,1.341e-14,4.584e-15,0.0,-120.73,0
FrontS027906,13.9559,4.6597,3.165e-20,3.823e-20,4.224e-20,0.001,-120.42,0
FrontS027907,13.9191,4.6498,8.686e-19,7.950e-19,4.881e-19,-0.0,-119.74,0
FrontS027908,13.9181,4.6534,4.711e-19,8.878e-19,2.353e-18,-0.001,-118.9,0
FrontS027911,13.9578,4.6427,1.652e-18,1.382e-18,6.818e-19,0.0,-119.47,0
FrontS027915,13.9868,4.6424,8.579e-20,9.220e-20,7.983e-20,0.001,-119.93,1
FrontS027918,13.9536,4.6855,6.358e-19,5.637e-19,3.231e-19,-0.0,-118.94,0
FrontS027919,13.9263,4.5957,2.950e-19,2.960e-19,2.090e-19,-0.001,-120.11,0
FrontS027920,13.9535,4.6164,4.308e-19,6.609e-19,1.183e-18,0.0,-120.94,0
FrontS027922,13.9336,4.6211,9.306e-19,1.616e-18,3.642e-18,-0.0,-120.17,0
FrontS027924,13.9384,4.6422,5.110e-20,6.013e-20,5.944e-20,0.0,-120.46,0
FrontS027925,13.9531,4.6583,5.300e-20,6.166e-20,5.950e-20,0.001,-120.91,0
FrontS027928,13.9604,4.6519,2.398e-20,3.059e-20,3.736e-20,0.001,-119.81,0
FrontS027929,13.9569,4.6664,6.347e-14,5.355e-14,2.828e-14,-0.0,-119.27,1
FrontS027932,13.9694,4.6270,7.999e-14,6.264e-14,2.727e-14,0.001,-119.85,1
FrontS027933,13.9579,4.6202,8.118e-19,7.681e-19,4.919e-19,0.0,-120.34,0
FrontS027934,13.9482,4.6454,1.611e-19,1.633e-19,1.244e-19,0.0,-119.5,0
FrontS027935,13.9755,4.6498,3.593e-20,4.112e-20,3.897e-20,0.001,-119.66,0
FrontS027936,13.9281,4.6069,1.073e-18,1.077e-18,7.529e-19,-0.0,-120.87,0
FrontS027938,13.9595,4.6609,5.635e-19,5.344e-19,3.537e-19,0.0,-118.7,0
FrontS027941,13.9547,4.6299,3.380e-17,2.496e-17,9.881e-18,-0.0,-120.27,0
FrontS027945,13.9683,4.6378,5.094e-18,4.152e-18,2.048e-18,0.0,-119.32,0
FrontS027946,13.9148,4.6596,5.881e-19,1.026e-18,2.462e-18,-0.0,-119.24,0
FrontS027948,13.9424,4.6405,5.410e-20,6.347e-20,6.118e-20,-0.001,-119.04,0
FrontS027952,13.9617,4.6519,2.696e-19,2.758e-19,2.086e-19,0.0,-120.52,0
FrontS027955,13.9218,4.6095,1.347e-18,1.216e-18,7.002e-19,0.0,-119.72,0
FrontS027959,13.9610,4.6645,1.624e-19,1.596e-19,1.161e-19,0.0,-119.74,0
FrontS027964,13.9293,4.6182,9.320e-19,1.741e-18,4.491e-18,-0.0,-120.16,0
FrontS027966,13.9525,4.6422,4.967e-19,9.320e-19,2.404e-18,-0.0,-120.5,0
FrontS027967,13.9233,4.6641,2.581e-20,3.147e-20,3.498e-20,-0.001,-118.89,0
FrontS027969,13.9744,4.6266,1.900e-19,1.881e-19,1.315e-19,-0.0,-120.17,0
FrontS027970,13.9621,4.6720,1.741e-20,2.242e-20,2.661e-20,0.0,-119.27,0
FrontS027974,13.9546,4.6440,2.928e-20,3.363e-20,3.274e-20,0.0,-119.41,0
FrontS027975,13.9184,4.6222,1.055e-19,1.132e-19,9.412e-20,-0.001,-119.69,0
FrontS027976,13.9320,4.6733,4.074e-20,4.578e-20,4.215e-20,0.0,-119.74,0
FrontS027977,13.9607,4.6384,2.130e-20,2.558e-20,2.579e-20,0.001,-119.23,0
FrontS027978,13.9694,4.6330,6.372e-19,1.334e-18,4.650e-18,0.0,-120.24,0
FrontS027980,13.9219,4.6499,3.656e-14,2.595e-14,9.392e-15,-0.001,-119.48,0
FrontS027981,13.9589,4.6192,1.844e-18,2.967e-18,5.510e-18,0.001,-119.36,0
FrontS027982,13.9356,4.6219,1.306e-19,1.416e-19,1.206e-19,-0.0,-118.86,0
FrontS027983,13.9540,4.6320,5.847e-18,4.636e-18,2.095e-18,-0.001,-119.3,0
FrontS027984,13.9365,4.6441,4.793e-19,4.825e-19,3.501e-19,0.0,-119.21,0
FrontS027986,13.9647,4.6367,3.384e-14,2.748e-14,1.333e-14,0.0,-121.07,1
FrontS027987,13.9528,4.6662,7.640e-19,1.224e-18,2.296e-18,0.0,-118.72,0
FrontS027988,13.9345,4.6383,2.803e-19,2.915e-19,2.348e-19,0.001,-119.98,0
FrontS027990,13.9326,4.6328,1.842e-18,1.536e-18,7.790e-19,-0.0,-119.86,0
FrontS027991,13.9545,4.6322,2.115e-18,1.889e-18,1.077e-18,0.0,-119.82,0
FrontS027992,13.9619,4.6409,9.730e-19,1.678e-18,3.711e-18,0.001,-119.71,0
FrontS027995,13.9648,4.6471,3.089e-18,2.488e-18,1.175e-18,-0.0,-119.07,0
FrontS027997,13.9803,4.6227,7.797e-19,6.630e-19,3.333e-19,0.0,-119.39,0
FrontS027998,13.9542,4.6299,4.486e-19,7.203e-19,1.435e-18,0.001,-119.01,0
FrontS028001,13.9317,4.6006,9.146e-19,8.311e-19,4.900e-19,-0.0,-120.16,0
FrontS028002,13.9537,4.6206,4.122e-19,3.959e-19,2.621e-19,0.0,-120.0,0
FrontS028004,13.9704,4.6322,1.103e-18,1.012e-18,6.199e-19,0.0,-121.0,0
FrontS028009,13.9699,4.6526,2.504e-20,3.044e-20,3.207e-20,0.0,-120.16,0
FrontS028010,13.9613,4.6428,2.583e-14,1.785e-14,6.237e-15,0.0,-119.85,0
FrontS028018,13.9780,4.6448,1.098e-18,9.771e-19,5.585e-19,0.0,-120.03,0
FrontS028019,13.9434,4.6457,2.395e-20,2.974e-20,3.311e-20,-0.0,-119.41,0
FrontS028022,13.9468,4.6519,4.214e-20,5.105e-20,5.484e-20,0.0,-119.79,0
FrontS028023,13.9307,4.6282,4.653e-19,4.399e-19,2.850e-19,-0.001,-120.51,0
FrontS028024,13.9722,4.6455,1.253e-18,1.067e-18,5.683e-19,-0.0,-120.98,0
FrontS028025,13.9476,4.6232,2.042e-17,1.586e-17,7.066e-18,0.001,-119.16,1
FrontS028027,13.9684,4.6323,9.984e-20,1.116e-19,1.020e-19,-0.0,-119.83,0
FrontS028036,13.9741,4.6120,8.611e-19,1.350e-18,2.517e-18,0.0,-120.68,0
FrontS028037,13.9164,4.6408,5.854e-18,4.790e-18,2.227e-18,-0.001,-120.82,0
FrontS028041,13.9453,4.6196,1.910e-20,2.359e-20,2.574e-20,0.001,-120.57,0
FrontS028043,13.9533,4.6228,3.471e-18,2.938e-18,1.539e-18,-0.0,-120.19,0
FrontS028044,13.9691,4.6303,8.284e-20,9.122e-20,7.976e-20,0.0,-119.13,0
FrontS028048,13.9359,4.6141,1.200e-20,1.528e-20,1.741e-20,0.0,-120.28,0
FrontS028050,13.9555,4.6346,1.554e-20,1.966e-20,2.315e-20,-0.001,-120.86,0
FrontS028051,13.9223,4.6133,2.648e-19,2.575e-19,1.757e-19,0.001,-119.41,0
FrontS028052,13.9640,4.6755,2.208e-18,1.820e-18,9.106e-19,0.001,-119.75,0
FrontS028053,13.9491,4.6604,5.882e-20,6.519e-20,5.878e-20,0.001,-121.2,0
FrontS028056,13.9484,4.6362,1.712e-17,1.311e-17,5.591e-18,-0.001,-105.08,1
FrontS028057,13.9484,4.6362,8.565e-20,1.010e-19,9.833e-20,-0.0,-119.94,0
FrontS028058,13.9484,4.6363,2.502e-16,1.774e-16,6.345e-17,0.0,-115.91,0
FrontS028059,13.9484,4.6363,1.779e-16,1.222e-16,4.250e-17,0.001,-118.46,0
FrontS028060,13.9485,4.6363,5.535e-18,4.817e-18,2.645e-18,0.001,-126.92,0
FrontS028061,13.9485,4.6362,6.606e-17,4.542e-17,1.585e-17,-0.001,-123.25,0
FrontS028062,13.9485,4.6363,9.505e-18,7.495e-18,3.483e-18,0.001,-118.83,0
FrontS028063,13.9484,4.6361,5.571e-14,4.055e-14,1.570e-14,-0.0,-129.14,0
FrontS028064,13.9484,4.6363,1.083e-18,1.639e-18,2.850e-18,0.0,-128.56,0
FrontS028065,14.2129,4.6934,1.603e-20,1.993e-20,2.273e-20,-0.0,-119.88,0
FrontS028067,14.0630,4.6390,5.012e-19,4.671e-19,2.915e-19,0.0,-119.74,0
FrontS028071,13.5588,4.7062,3.264e-20,3.771e-20,3.663e-20,0.001,-120.25,0
FrontS028074,14.0214,4.5540,3.456e-20,4.158e-20,4.575e-20,0.001,-119.53,0
FrontS028076,13.9559,4.5434,2.299e-20,2.712e-20,2.635e-20,0.0,-119.47,0
FrontS028077,13.8504,4.4722,1.366e-19,1.455e-19,1.171e-19,-0.001,-120.2,0
FrontS028079,14.0283,4.7152,8.522e-19,1.340e-18,2.527e-18,0.0,-119.69,0
FrontS028081,13.9129,4.6147,5.065e-19,8.903e-19,2.004e-18,0.001,-119.3,0
FrontS028082,13.8914,4.8280,4.939e-20,5.814e-20,5.915e-20,-0.0,-119.99,0
FrontS028083,13.9080,4.7206,1.061e-20,1.404e-20,1.769e-20,-0.0,-120.85,0
FrontS028091,14.0402,4.5245,1.279e-18,1.131e-18,6.121e-19,-0.0,-119.79,0
FrontS028092,13.9300,4.6821,2.054e-14,1.890e-14,1.160e-14,-0.0,-120.17,0
FrontS028097,13.8934,4.7534,7.679e-19,1.052e-18,1.416e-18,0.0,-120.23,0
FrontS028102,14.1541,4.4460,1.820e-20,2.141e-20,2.186e-20,-0.001,-119.52,0
FrontS028110,14.0444,4.5210,4.763e-19,8.617e-19,2.103e-18,-0.0,-120.29,0
FrontS028112,13.9782,4.6205,5.766e-20,6.315e-20,5.407e-20,0.0,-119.47,0
FrontS028118,14.1604,4.4259,5.905e-19,5.155e-19,2.906e-19,0.0,-119.78,0
FrontS028121,13.9198,4.9285,3.076e-20,3.826e-20,4.366e-20,-0.001,-120.01,0
FrontS028125,14.1066,4.9122,5.759e-20,6.580e-20,6.144e-20,0.001,-120.58,0
FrontS028126,13.7386,4.8623,3.670e-20,4.139e-20,3.714e-20,0.001,-119.21,0
FrontS028127,13.7952,4.5052,1.958e-19,2.107e-19,1.849e-19,-0.0,-120.32,0
FrontS028128,14.0153,4.9060,3.796e-14,2.686e-14,9.627e-15,-0.0,-120.06,0
FrontS028143,13.9640,4.3571,2.340e-19,2.372e-19,1.767e-19,0.001,-120.24,0
FrontS028144,14.1195,4.4818,5.697e-20,6.105e-20,5.258e-20,-0.001,-119.91,0
FrontS028148,13.7796,4.7634,3.460e-19,3.250e-19,2.092e-19,0.001,-119.16,0
FrontS028149,13.8855,4.4170,1.231e-18,1.839e-18,2.904e-18,0.001,-119.67,0
FrontS028151,13.6805,4.7710,4.465e-20,5.254e-20,5.155e-20,-0.001,-119.61,0
FrontS028153,13.7877,4.6872,7.578e-14,5.907e-14,2.586e-14,0.001,-119.65,1
FrontS028156,13.7613,4.8804,4.517e-20,5.118e-20,4.803e-20,-0.0,-119.94,0
FrontS028159,13.6686,4.7653,1.579e-18,2.401e-18,4.162e-18,0.001,-120.22,0
FrontS028160,13.9554,4.7075,2.647e-18,5.766e-18,2.098e-17,0.0,-120.82,0
FrontS028166,13.9222,4.6354,4.698e-20,5.225e-20,4.773e-20,0.0,-120.57,0
FrontS028172,13.7342,4.4095,1.334e-18,1.162e-18,6.428e-19,-0.0,-120.38,0
FrontS028176,13.9315,4.7567,5.232e-20,6.063e-20,5.756e-20,-0.001,-120.49,0
FrontS028179,14.0467,4.4266,7.279e-19,6.400e-19,3.569e-19,-0.001,-120.13,0
FrontS028197,14.1304,4.5857,4.460e-20,5.106e-20,4.987e-20,0.0,-119.93,0
FrontS028202,14.1940,4.4614,6.631e-19,1.254e-18,3.501e-18,-0.0,-120.26,0
FrontS028203,13.8087,4.6599,7.734e-20,8.872e-20,8.408e-20,-0.001,-120.33,0
FrontS028204,14.0399,4.5008,1.197e-20,1.573e-20,1.953e-20,-0.0,-120.2,0
FrontS028206,13.8768,4.6030,1.390e-18,2.393e-18,5.182e-18,0.0,-119.79,0
FrontS028209,13.7384,4.4411,1.216e-20,1.623e-20,2.097e-20,0.0,-119.9,0
FrontS028210,13.8755,4.9015,4.250e-20,4.723e-20,4.103e-20,0.0,-120.54,0
