Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
FrontDG0459,-2.0916,-34.8840,3.662e-17,2.754e-17,1.223e-17,119.8757,-357.97
FrontDG0460,-2.7918,-34.3747,5.262e-17,3.920e-17,1.751e-17,127.4064,-357.85
FrontDG0461,-1.8059,-34.0343,4.790e-17,3.975e-17,1.597e-17,111.4607,-357.84
FrontDG0462,-2.0132,-34.3033,5.069e-17,4.215e-17,1.779e-17,125.0492,-357.66
FrontDG0463,-2.5736,-34.5511,3.276e-17,2.822e-17,1.322e-17,136.4571,-357.88
FrontDG0464,-2.4861,-34.6144,6.943e-17,4.868e-17,2.174e-17,105.2688,-357.9
FrontDG0470,11.4661,21.5558,1.893e-17,1.402e-17,6.494e-18,57.3059,-846.62
FrontDG0471,11.4761,21.5925,1.384e-17,1.202e-17,4.690e-18,55.6732,-846.52
FrontDG0488,-2.6604,9.5631,1.215e-17,1.019e-17,4.444e-18,96.1088,-724.61
FrontDG0489,-2.5348,9.5448,1.630e-17,1.359e-17,5.688e-18,57.3187,-724.34
FrontDG0490,-2.6999,9.6228,1.605e-17,1.448e-17,5.797e-18,57.5717,-724.29
FrontDG0491,-2.6096,9.6226,1.627e-17,1.264e-17,6.658e-18,72.8696,-724.14
FrontDG0492,-2.6514,9.6228,1.553e-17,1.217e-17,6.025e-18,59.8796,-724.17
FrontDG0493,-2.6109,9.6501,1.822e-17,1.416e-17,6.821e-18,54.3305,-724.2
FrontDG0506,0.0305,5.5444,1.314e-17,1.130e-17,5.301e-18,122.7707,-587.04
FrontDG0507,-0.0275,5.6591,2.005e-17,1.728e-17,6.980e-18,67.3669,-587.01
FrontDG0508,0.0835,5.5866,2.153e-17,1.708e-17,7.735e-18,64.4261,-586.75
FrontDG0509,0.1791,5.5006,1.985e-17,2.001e-17,7.951e-18,66.2351,-586.81
FrontDG0510,0.0502,5.5527,2.080e-17,1.787e-17,8.078e-18,71.8841,-586.57
FrontDG0511,0.0618,5.4063,1.953e-17,1.659e-17,7.208e-18,69.0952,-586.59
FrontDG0512,0.0481,5.7046,2.197e-17,1.799e-17,8.462e-18,69.6609,-587.01
FrontDG0550,4.9752,33.5517,7.788e-18,6.598e-18,3.123e-18,55.7662,-892.63
FrontDG0563,13.4039,-18.7044,4.863e-17,4.020e-17,1.164e-17,202.6496,-668.73
FrontDG0564,13.4043,-18.4709,1.092e-17,9.478e-18,4.500e-18,106.8555,-668.77
FrontDG0565,12.9163,-18.6709,1.078e-17,9.436e-18,3.671e-18,84.6366,-668.84
FrontDG0566,13.3896,-18.4043,1.766e-17,1.418e-17,6.619e-18,63.7397,-668.66
FrontDG0567,13.3678,-18.7898,1.685e-17,1.492e-17,7.369e-18,57.9047,-668.72
FrontDG0568,13.3979,-19.0605,1.895e-17,1.542e-17,6.842e-18,62.4364,-668.83
FrontDG0569,13.8975,-18.9492,1.132e-17,1.006e-17,4.267e-18,59.3268,-668.73
FrontDG0570,13.1196,-18.9240,1.753e-17,1.275e-17,6.540e-18,63.7112,-668.79
FrontDG0571,13.7853,-18.2303,1.730e-17,1.272e-17,6.119e-18,68.1114,-668.59
FrontDG0572,13.5340,-18.6577,1.082e-17,1.047e-17,4.467e-18,66.6385,-668.98
FrontDG0573,13.2243,-18.9239,2.487e-17,2.103e-17,7.165e-18,60.0297,-668.65
FrontDG0574,13.5762,-19.1676,1.815e-17,1.478e-17,6.630e-18,79.6476,-668.65
FrontDG0575,13.9323,-18.9707,1.708e-17,1.479e-17,6.354e-18,71.6158,-668.96
FrontDG0576,13.6398,-18.2298,1.608e-17,1.431e-17,6.701e-18,60.5218,-669.16
FrontDG0577,13.0082,-18.2564,1.724e-17,1.427e-17,7.102e-18,69.8323,-669.15
FrontDG0578,13.9061,-19.1024,1.696e-17,1.435e-17,6.078e-18,54.0981,-668.54
FrontDG0579,12.9941,-18.4652,2.570e-17,1.867e-17,7.545e-18,53.2748,-668.89
FrontDG0580,13.5856,-18.7031,1.778e-17,1.546e-17,6.529e-18,64.161,-668.79
FrontDG0581,13.1260,-19.0106,1.733e-17,1.644e-17,7.136e-18,67.3366,-668.98
FrontDG0582,13.6989,-18.4143,1.533e-17,1.398e-17,5.866e-18,57.1695,-668.69
FrontDG0583,13.4457,-18.2847,1.720e-17,1.511e-17,6.653e-18,56.5782,-668.87
FrontDG0584,13.4752,-19.1639,1.508e-17,1.504e-17,6.114e-18,51.386,-668.98
FrontDG0585,13.0284,-18.8181,1.057e-17,9.363e-18,4.166e-18,86.6796,-668.92
FrontDG0586,13.4506,-19.2155,1.786e-17,1.499e-17,7.188e-18,63.1082,-668.75
FrontDG0587,13.7788,-18.7307,1.142e-17,9.449e-18,4.519e-18,85.728,-668.54
FrontDG0588,13.2732,-19.1050,1.603e-17,1.410e-17,5.985e-18,52.1841,-669.0
FrontDG0589,13.7659,-19.0197,2.190e-17,1.963e-17,7.754e-18,58.6712,-668.78
FrontDG0590,13.5079,-18.7732,1.339e-17,1.046e-17,4.582e-18,146.6608,-668.87
FrontDG0591,12.8018,-18.7347,1.564e-17,1.319e-17,5.675e-18,47.1963,-668.68
FrontDG0592,13.6819,-18.1694,2.402e-17,1.847e-17,8.170e-18,65.7487,-669.15
FrontDG0593,12.9691,-18.1760,1.643e-17,1.478e-17,6.741e-18,56.931,-668.7
FrontDG0594,13.1740,-18.8934,1.967e-17,1.366e-17,6.226e-18,68.0926,-668.97
FrontDG0660,-1.9548,-8.6160,1.414e-16,1.161e-16,3.355e-17,243.159,-400.97
FrontDG0661,-2.2049,-8.5086,6.003e-17,4.622e-17,2.224e-17,121.5315,-401.16
FrontDG0662,-1.6297,-8.1433,5.030e-17,3.735e-17,1.884e-17,100.142,-401.25
FrontDG0663,-1.9161,-8.7212,6.085e-17,4.435e-17,1.825e-17,114.9469,-401.32
FrontDG0664,-1.9199,-8.6706,3.999e-17,3.199e-17,1.374e-17,250.6233,-401.45
FrontDG0665,-1.7122,-8.8398,4.778e-17,4.019e-17,1.887e-17,114.0227,-401.34
FrontDG0666,-2.0573,-8.5097,5.731e-17,4.403e-17,2.014e-17,112.0493,-401.51
FrontDG0667,-2.3506,-8.6455,5.425e-17,4.342e-17,1.973e-17,101.6581,-401.17
FrontDG0668,-1.9306,-8.3297,8.314e-17,6.432e-17,2.579e-17,123.8947,-401.43
FrontDG0669,-2.1510,-8.9417,5.450e-17,4.192e-17,1.957e-17,97.149,-401.02
FrontDG0670,-1.7626,-8.1952,5.555e-17,4.657e-17,2.187e-17,113.2434,-401.35
FrontDG0671,-2.2371,-8.5268,6.367e-17,5.235e-17,2.105e-17,117.1211,-401.26
FrontDG0672,-1.7408,-8.4303,6.296e-17,5.212e-17,2.227e-17,118.2829,-401.67
FrontDG0673,-1.6355,-8.8404,5.275e-17,4.617e-17,2.095e-17,133.6031,-401.59
FrontDG0674,-1.3931,-8.8982,3.705e-17,3.352e-17,1.431e-17,139.9371,-401.54
FrontDG0704,5.7745,29.1867,3.211e-17,2.196e-17,7.484e-18,168.7854,-889.03
FrontDG0705,5.8322,29.0984,1.007e-17,8.461e-18,4.006e-18,41.603,-888.95
FrontDG0706,5.8265,29.1744,1.122e-17,9.788e-18,4.175e-18,51.6068,-889.24
FrontDG0707,5.7706,29.2476,1.059e-17,8.849e-18,4.155e-18,44.0413,-888.9
FrontDG0708,5.8571,29.0033,9.657e-18,9.135e-18,3.988e-18,50.2494,-889.01
FrontDG0709,5.7387,28.9495,1.028e-17,8.431e-18,3.713e-18,40.485,-889.48
FrontDG0710,5.7150,29.1998,9.398e-18,8.796e-18,3.992e-18,44.6399,-888.86
FrontDG0711,5.8382,28.9562,1.019e-17,7.470e-18,3.872e-18,40.2777,-889.34
FrontDG0712,5.7268,29.2338,7.074e-18,6.215e-18,2.945e-18,50.3626,-889.04
FrontDG0713,5.8158,29.4237,1.432e-17,1.183e-17,4.870e-18,45.8015,-889.33
FrontDG0714,5.7601,29.3249,1.019e-17,8.136e-18,3.696e-18,39.5262,-889.26
FrontDG0715,5.8430,29.2571,9.814e-18,7.601e-18,3.802e-18,40.5735,-888.93
FrontDG0734,6.1126,-30.3464,4.072e-17,2.835e-17,1.338e-17,226.5267,-366.64
FrontDG0735,6.0338,-30.0613,5.652e-17,4.424e-17,2.378e-17,117.2779,-366.4
FrontDG0736,6.1763,-30.2869,5.997e-17,4.497e-17,2.070e-17,109.3599,-366.73
FrontDG0737,6.0708,-30.1290,5.415e-17,4.499e-17,1.922e-17,87.701,-366.42
FrontDG0738,6.3618,-30.0435,5.675e-17,4.807e-17,2.261e-17,130.0031,-366.39
FrontDG0739,6.3632,-30.0222,5.159e-17,4.132e-17,1.776e-17,109.0122,-366.69
FrontDG0740,5.9773,-30.2658,6.124e-17,4.826e-17,2.414e-17,122.8436,-366.44
FrontDG0741,1.7508,38.4071,1.399e-16,1.104e-16,4.564e-17,184.8907,-250.83
FrontDG0742,1.6877,38.3476,1.346e-16,1.140e-16,5.078e-17,221.8874,-250.89
FrontDG0743,1.3473,38.4953,1.533e-16,1.169e-16,4.929e-17,182.4616,-250.97
FrontDG0765,-29.9707,37.9022,7.731e-18,6.694e-18,2.946e-18,47.5913,-883.51
FrontDG0766,-30.0715,38.0068,1.106e-17,9.662e-18,4.814e-18,48.6767,-883.79
FrontDG0767,-30.0644,38.0032,9.989e-18,9.411e-18,4.131e-18,55.7993,-883.71
FrontDG0830,17.8675,-9.4096,2.693e-17,2.263e-17,9.073e-18,103.9807,-422.26
FrontDG0952,-41.8221,-29.1597,1.026e-17,8.234e-18,4.032e-18,69.0942,-739.32
FrontDG1043,-10.4649,-9.4510,1.483e-17,1.316e-17,5.777e-18,158.0721,-578.5
FrontDG1044,-10.5419,-9.4327,1.592e-17,1.281e-17,5.763e-18,83.8228,-578.49
FrontDG1045,-10.4917,-9.4878,2.299e-17,1.848e-17,7.933e-18,63.0661,-578.55
FrontDG1046,-10.5110,-9.6121,2.301e-17,1.784e-17,9.041e-18,63.8598,-578.68
FrontDG1047,-10.5843,-9.4950,2.245e-17,1.848e-17,8.844e-18,66.8931,-578.76
FrontDG1048,-10.4107,-9.4688,2.149e-17,1.945e-17,8.166e-18,70.5492,-578.61
FrontDG1049,-10.5072,-9.5145,2.350e-17,1.895e-17,8.516e-18,60.8728,-578.33
FrontDG1050,-10.5380,-9.5885,3.334e-17,2.708e-17,1.207e-17,64.3245,-578.26
FrontDG1051,-10.2405,-9.4713,2.326e-17,1.797e-17,7.975e-18,73.4117,-578.25
FrontDG1053,-6.7927,14.1495,9.868e-18,9.238e-18,4.193e-18,44.5263,-842.11
FrontDG1054,-6.8055,14.1147,1.573e-17,1.239e-17,5.694e-18,36.0965,-841.99
FrontDG1055,-6.8063,14.0407,1.069e-17,8.200e-18,3.713e-18,52.1474,-841.97
FrontDG1082,-6.5782,-21.5613,1.755e-17,1.282e-17,6.658e-18,154.7686,-567.84
FrontDG1083,-6.4059,-21.6565,2.488e-17,1.956e-17,9.546e-18,70.4533,-567.65
FrontDG1084,-6.4744,-21.7770,2.725e-17,2.215e-17,1.037e-17,100.1109,-567.96
FrontDG1085,-6.7027,-21.6622,2.203e-17,1.947e-17,8.809e-18,77.1057,-568.13
FrontDG1086,-6.8405,-21.4911,2.473e-17,2.145e-17,9.713e-18,64.5356,-567.99
FrontDG1087,-6.5034,-21.5218,1.842e-17,1.569e-17,6.430e-18,87.6369,-567.86
FrontDG1088,-6.5521,-21.6467,2.582e-17,2.039e-17,8.647e-18,66.3535,-568.11
FrontDG1092,19.3255,4.1587,6.956e-17,5.288e-17,2.495e-17,159.3659,-261.52
FrontDG1110,-34.3319,-44.9483,1.247e-17,1.068e-17,4.847e-18,49.5048,-821.54
FrontDG1113,-33.9967,-44.9625,1.130e-17,8.834e-18,4.679e-18,47.9264,-821.36
FrontDG1127,-34.3515,-44.8228,1.237e-17,1.029e-17,4.501e-18,53.6883,-821.57
FrontDG1131,-34.6944,-44.7006,8.484e-18,6.724e-18,3.294e-18,54.2016,-821.31
FrontDG1149,-26.0596,12.7591,2.881e-17,1.897e-17,8.313e-18,113.3266,-900.57
FrontDG1150,-25.8079,12.9612,1.053e-17,9.055e-18,4.198e-18,38.5955,-900.17
FrontDG1151,-26.0187,13.0853,1.005e-17,9.265e-18,4.112e-18,40.1464,-900.36
FrontDG1152,-26.2895,12.6279,9.449e-18,8.155e-18,3.391e-18,41.9319,-900.09
FrontDG1153,-26.0398,12.6753,1.056e-17,8.530e-18,4.152e-18,47.9069,-900.53
FrontDG1154,-26.1252,12.5013,6.404e-18,5.220e-18,2.330e-18,55.0667,-900.35
FrontDG1155,-26.3090,12.7873,9.552e-18,7.391e-18,3.868e-18,47.5821,-900.3
FrontDG1156,-25.9981,12.9860,1.011e-17,7.341e-18,3.591e-18,42.5167,-900.33
FrontDG1157,-25.8220,12.8092,6.603e-18,5.941e-18,2.373e-18,70.941,-900.42
FrontDG1158,-26.2248,12.7401,9.225e-18,8.335e-18,3.552e-18,39.5654,-900.25
FrontDG1159,-26.3789,12.8553,1.049e-17,9.128e-18,4.086e-18,42.2551,-900.31
FrontDG1160,-26.1618,12.9560,6.830e-18,5.806e-18,2.751e-18,65.1513,-900.28
FrontDG1161,-25.7016,12.9078,1.394e-17,1.308e-17,5.097e-18,45.483,-900.39
FrontDG1162,-26.0986,12.6625,1.018e-17,8.773e-18,4.009e-18,49.2641,-900.45
FrontDG1163,-25.9393,12.8721,9.954e-18,9.061e-18,3.871e-18,42.0819,-900.46
FrontDG1164,-26.3173,12.8645,6.569e-18,5.423e-18,2.762e-18,55.0067,-900.47
FrontDG1165,-26.0851,12.5200,6.890e-18,5.412e-18,2.674e-18,67.874,-900.53
FrontDG1166,-25.9458,12.8750,9.532e-18,7.939e-18,3.756e-18,43.5655,-900.59
FrontDG1167,-25.9225,12.6765,1.103e-17,8.131e-18,4.352e-18,51.0496,-900.45
FrontDG1168,-25.8969,12.9934,9.062e-18,8.318e-18,3.425e-18,38.6095,-900.56
FrontDG1169,-26.0398,12.9229,6.988e-18,5.554e-18,2.496e-18,68.1898,-900.71
FrontDG1170,-26.1912,12.9714,9.251e-18,7.949e-18,3.814e-18,43.5804,-900.37
FrontDG1201,24.2972,38.7111,2.205e-17,1.854e-17,8.261e-18,87.8372,-494.43
FrontDG1205,29.3087,2.5220,8.968e-18,6.869e-18,3.384e-18,42.3833,-934.36
FrontDG1206,29.2214,2.5640,9.054e-18,7.242e-18,3.633e-18,36.7816,-934.83
FrontDG1207,29.2876,2.4746,9.296e-18,8.212e-18,4.014e-18,45.7475,-934.61
FrontDG1223,-7.5252,16.2457,7.959e-18,6.355e-18,2.828e-18,54.0875,-841.28
FrontDG1224,-17.3020,-35.5073,8.854e-18,7.468e-18,3.587e-18,63.4267,-760.12
FrontDG1449,-42.0860,-3.0368,7.964e-18,6.303e-18,3.256e-18,48.7423,-900.47
